,Marque,Modele,Status,Energie,Boite_Vitesses,Puissance_Fiscale,Age,Kilometrage,Prix
0,Alfa Romeo,156,occasion,Essence,Manuelle,8,24,12500,111.11
1,Alfa Romeo,159,occasion,Diesel,Manuelle,6,16,12500,26.5
2,Alfa Romeo,Giulietta,occasion,Essence,Manuelle,7,9,18891,38
3,Alfa Romeo,Giulietta,occasion,Essence,Automatique,9,9,20222,43
4,Alfa Romeo,Mito,occasion,Essence,Manuelle,9,14,10714,36.9
5,Alfa Romeo,Mito,occasion,Essence,Manuelle,5,13,13692,32
6,Alfa Romeo,Mito,occasion,Essence,Manuelle,6,11,16363,28
7,Renault,Clio,occasion,Hybride,Automatique,5,0,0,110
8,Audi,100,occasion,Diesel,Manuelle,7,38,3588,11
9,Audi,50,occasion,Essence,Manuelle,4,2,68179,7
10,Audi,80,occasion,Essence,Manuelle,7,35,8571,18
11,Audi,80,occasion,Diesel,Manuelle,8,44,3099,5
12,Audi,80,occasion,Essence,Manuelle,7,33,4132,17.5
13,Audi,A1,occasion,Essence,Manuelle,5,12,14916,35.5
14,Audi,A1,occasion,Essence,Manuelle,5,12,14916,35.5
15,Audi,A1,occasion,Essence,Manuelle,5,12,14916,35.8
16,Audi,A1,occasion,Diesel,Manuelle,6,12,10416,36
17,Audi,A1,occasion,Essence,Manuelle,5,12,14833,36.5
18,Audi,A3,occasion,Essence,Automatique,6,7,21428,68
19,Audi,A3,occasion,Essence,Automatique,6,6,20000,76
20,Audi,A3,occasion,Diesel,Manuelle,8,20,6817,19.7
21,Audi,A3,occasion,Diesel,Manuelle,6,16,21250,39
22,Audi,A3,occasion,Diesel,Manuelle,6,16,27500,34
23,Audi,A3,occasion,Essence,Manuelle,5,16,14375,35.5
24,Audi,A3,occasion,Essence,Manuelle,6,15,14666,38
25,Audi,A3,occasion,Diesel,Manuelle,6,15,17200,30
26,Audi,A3,occasion,Diesel,Manuelle,6,14,17857,37
27,Audi,A3,occasion,Essence,Automatique,6,12,11363,42
28,Audi,A3,occasion,Diesel,Manuelle,6,10,24000,54
29,Audi,A3,occasion,Diesel,Manuelle,5,10,13635,111.111
30,Audi,A3,occasion,Essence,Automatique,10,9,17000,67
31,Audi,A3,occasion,Essence,Manuelle,10,9,23111,55
32,Audi,A3,occasion,Essence,Manuelle,6,8,17044,55
33,Audi,A3,occasion,Essence,Automatique,6,6,24333,85
34,Audi,A3,occasion,Essence,Manuelle,6,5,21600,69
35,Audi,A4,occasion,Essence,Manuelle,7,18,16666,30
36,Audi,A4,occasion,Essence,Manuelle,9,13,10489,36
37,Audi,A4,occasion,Essence,Manuelle,7,11,22609,45
38,Audi,A4,occasion,Essence,Automatique,8,6,22726,78
39,Audi,A4,occasion,Essence,Manuelle,7,25,5454,16.5
40,Audi,A4,occasion,Essence,Manuelle,7,22,6198,20
41,Audi,A4,occasion,Essence,Manuelle,7,22,13636,23
42,Audi,A4,occasion,Essence,Manuelle,7,22,6198,22
43,Audi,A4,occasion,Diesel,Automatique,7,20,18500,25.5
44,Audi,A4,occasion,Diesel,Automatique,7,20,6817,123.456
45,Audi,A4,occasion,Diesel,Manuelle,7,20,6817,12.345
46,Audi,A4,occasion,Essence,Automatique,10,18,7575,32
47,Audi,A4,occasion,Essence,Manuelle,7,18,7575,25
48,Audi,A4,occasion,Essence,Manuelle,7,18,7575,18
49,Audi,A4,occasion,Diesel,Manuelle,7,17,8021,29
50,Audi,A4,occasion,Essence,Manuelle,7,14,25714,39.5
51,Audi,A4,occasion,Diesel,Manuelle,8,14,13642,42
52,Audi,A4,occasion,Essence,Automatique,7,14,12078,33
53,Audi,A4,occasion,Diesel,Manuelle,6,14,11928,50
54,Audi,A4,occasion,Essence,Manuelle,7,13,9692,37.9
55,Audi,A4,occasion,Essence,Manuelle,7,13,9692,37.9
56,Audi,A4,occasion,Essence,Manuelle,7,13,10489,29
57,Audi,A4,occasion,Essence,Manuelle,7,13,17538,36
58,Audi,A4,occasion,Essence,Automatique,7,12,22500,50
59,Audi,A4,occasion,Essence,Manuelle,7,12,14666,36.5
60,Audi,A4,occasion,Essence,Automatique,7,11,24545,44
61,Audi,A4,occasion,Essence,Manuelle,7,11,18454,45
62,Audi,A4,occasion,Essence,Manuelle,7,11,12396,40
63,Audi,A4,occasion,Essence,Manuelle,7,11,12396,45
64,Audi,A4,occasion,Essence,Manuelle,7,11,18545,43
65,Audi,A4,occasion,Essence,Manuelle,7,10,22000,52
66,Audi,A4,occasion,Essence,Automatique,8,5,21400,91
67,Audi,A4,occasion,Essence,Automatique,8,3,14000,120
68,Audi,A5,occasion,Essence,Automatique,8,6,25000,119
69,Audi,A5,occasion,Essence,Automatique,7,5,12200,119
70,Audi,A6,occasion,Essence,Automatique,9,7,19857,99
71,Audi,Q7,occasion,Essence,Manuelle,7,64,2130,15.5
72,Audi,Q2,occasion,Essence,Automatique,6,5,28000,87
73,Audi,Q3,occasion,Essence,Automatique,8,6,15000,90
74,Audi,Q3,occasion,Diesel,Manuelle,8,11,14363,76
75,Audi,Q3,occasion,Essence,Automatique,9,8,11375,95
76,Audi,Q3,occasion,Essence,Automatique,8,7,18571,85
77,Audi,Q5,occasion,Essence,Automatique,13,14,12857,49.8
78,Audi,Q5,occasion,Diesel,Manuelle,10,11,27272,70
79,Audi,Q7,occasion,Diesel,Automatique,16,16,12549,53.8
80,Audi,S4,occasion,Essence,Manuelle,9,24,8625,36
81,Audi,A4,occasion,Essence,Manuelle,7,13,9692,37.9
83,Tata,Xénon,occasion,Diesel,Manuelle,7,5,44800,35
84,Renault,Clio,occasion,Essence,Manuelle,5,3,37109,60
85,Cupra,Leon,occasion,Essence,Automatique,11,2,50000,134.9
86,Volkswagen,Golf,occasion,Essence,Automatique,5,1,34000,99
87,Wallyscar,16,occasion,Essence,Manuelle,7,1,5000,45
88,Renault,Master,occasion,Diesel,Manuelle,8,0,0,8
91,Peugeot,106,occasion,Essence,Manuelle,4,29,3918,9.8
93,Peugeot,208,occasion,Essence,Manuelle,6,24,5922,111
94,Renault,R19,occasion,Essence,Manuelle,7,24,8333,10.7
95,Renault,Clio,occasion,Essence,Manuelle,4,23,4840,17.5
96,Volkswagen,Polo,occasion,Essence,Manuelle,4,22,5303,13
98,Renault,Laguna,occasion,Diesel,Manuelle,6,15,4333,30.5
99,Renault,Clio,occasion,Essence,Manuelle,5,14,7951,23
100,Dongfeng,S50,occasion,Essence,Manuelle,6,13,9278,42
102,Citroen,C3,occasion,Essence,Manuelle,5,12,10165,26.5
103,Peugeot,208,occasion,Essence,Manuelle,5,11,17000,26.5
104,Citroen,C3,occasion,Essence,Manuelle,4,7,22000,32
105,Chery,QQ,occasion,Essence,Manuelle,4,7,12857,21.5
106,Tata,Xénon,occasion,Diesel,Manuelle,7,7,40428,35
107,Chery,Tiggo,occasion,Essence,Manuelle,4,7,8301,20.7
108,Tata,Xénon,occasion,Diesel,Manuelle,7,7,23457,31
110,Tata,Xénon,occasion,Diesel,Manuelle,7,6,23500,35
111,Haval,H6,occasion,Essence,Automatique,9,5,13760,85
113,Wallyscar,Iris,occasion,Essence,Manuelle,4,5,3400,40
114,Kia,Picanto,occasion,Essence,Manuelle,5,5,19960,40
115,Haval,H6,occasion,Essence,Automatique,9,5,15800,123
116,Dongfeng,S50,occasion,Essence,Manuelle,5,5,96000,38
117,Haval,H6,occasion,Essence,Automatique,9,4,19180,85
118,ZXAUTO,Grand Tiger,occasion,Diesel,Manuelle,9,4,18250,65
119,Volkswagen,Tiguan,occasion,Essence,Automatique,8,4,15250,117
120,Haval,H6,occasion,Essence,Automatique,9,4,16250,83
121,Dongfeng,S50,occasion,Essence,Manuelle,6,4,22000,43
122,Chery,Tiggo,occasion,Essence,Manuelle,4,4,9250,26
123,Wallyscar,Iris,occasion,Essence,Manuelle,4,4,6370,35
124,Haval,Jolion,occasion,Essence,Automatique,9,3,25574,84
125,Dongfeng,SX3,occasion,Essence,Manuelle,8,3,18333,61
127,Geely,GC6,occasion,Essence,Manuelle,6,2,23300,36
130,Tata,Xénon,occasion,Diesel,Manuelle,7,2,6250,60
131,Baic,S2,occasion,Essence,Manuelle,7,7,11142,36
132,Baic,S2,occasion,Essence,Manuelle,7,7,15142,36
133,Baic,S2,occasion,Essence,Manuelle,4,7,13285,36
134,Baic,S2,occasion,Essence,Manuelle,7,7,14457,33.5
135,Baic,S2,occasion,Essence,Manuelle,7,6,16333,32.5
136,Baic,S2,occasion,Essence,Manuelle,5,5,13608,35
137,Baic,S3,occasion,Essence,Manuelle,7,5,13608,40
138,Bmw,E34,occasion,Essence,Manuelle,11,33,3984,8.5
139,Bmw,Serie 3,occasion,Essence,Manuelle,6,13,12461,46
140,Bmw,F10,occasion,Essence,Automatique,11,12,17083,90
141,Bmw,F30,occasion,Essence,Manuelle,9,10,9000,77
142,Bmw,X2,occasion,Essence,Automatique,8,6,25000,130
143,Bmw,F30,occasion,Essence,Automatique,7,6,21913,77
144,Bmw,M3,occasion,Essence,Manuelle,8,32,6250,14
145,Bmw,Serie 1,occasion,Essence,Manuelle,7,12,16666,52
146,Bmw,Serie 1,occasion,Essence,Automatique,8,4,6250,98
147,Bmw,Serie 1,occasion,Essence,Manuelle,7,19,6920,24
148,Bmw,Serie 1,occasion,Essence,Manuelle,7,14,20857,29.5
149,Bmw,Serie 1,occasion,Essence,Automatique,9,12,15833,49
150,Bmw,Serie 1,occasion,Essence,Automatique,7,12,13833,44
151,Bmw,Serie 1,occasion,Essence,Automatique,7,12,12666,46
152,Bmw,Serie 1,occasion,Essence,Automatique,7,8,12875,66.9
153,Bmw,Serie 1,occasion,Essence,Automatique,7,7,5714,110
154,Bmw,Serie 1,occasion,Essence,Manuelle,7,7,18782,60
155,Bmw,Serie 1,occasion,Essence,Manuelle,7,7,18285,123.456
156,Bmw,Serie 1,occasion,Essence,Automatique,7,7,14000,68
157,Bmw,Serie 1,occasion,Essence,Automatique,7,4,10500,135
158,Bmw,Serie 1,occasion,Diesel,Automatique,6,3,66666,120.5
159,Bmw,Serie 2 Active Tourer,occasion,Essence,Automatique,7,9,16000,74
160,Bmw,Serie 2 Cabriolet,occasion,Essence,Automatique,8,6,13833,115
161,Bmw,Serie 2 Gran Tourer,occasion,Essence,Automatique,8,2,11000,123.456
162,Bmw,Serie 3,occasion,Essence,Manuelle,7,31,4241,18
163,Bmw,Serie 3,occasion,Essence,Manuelle,7,16,8217,31.5
164,Bmw,Serie 3,occasion,Essence,Manuelle,7,8,22500,54
165,Bmw,Serie 3,occasion,Essence,Automatique,7,6,30000,67
166,Bmw,Serie 3,occasion,Essence,Manuelle,9,39,8547,7
167,Bmw,Serie 3,occasion,Essence,Manuelle,9,28,7797,19.5
168,Bmw,Serie 3,occasion,Diesel,Manuelle,4,25,12000,26
169,Bmw,Serie 3,occasion,Essence,Manuelle,7,20,20000,21
170,Bmw,Serie 3,occasion,Essence,Manuelle,8,18,7304,29
171,Bmw,Serie 3,occasion,Diesel,Automatique,10,17,14705,49
172,Bmw,Serie 3,occasion,Essence,Manuelle,7,17,14705,32
173,Bmw,Serie 3,occasion,Essence,Manuelle,7,16,12812,38
174,Bmw,Serie 3,occasion,Essence,Manuelle,7,14,9391,48
175,Bmw,Serie 3,occasion,Essence,Manuelle,7,13,10113,42
176,Bmw,Serie 3,occasion,Diesel,Manuelle,18,13,10113,39
177,Bmw,Serie 3,occasion,Essence,Manuelle,7,12,10956,46
178,Bmw,Serie 3,occasion,Essence,Automatique,7,11,17272,64
179,Bmw,Serie 3,occasion,Essence,Manuelle,7,11,11952,56
180,Bmw,Serie 3,occasion,Essence,Manuelle,7,11,11952,64
181,Bmw,Serie 3,occasion,Essence,Automatique,7,11,14363,65
182,Bmw,Serie 3,occasion,Essence,Automatique,7,10,19000,69.5
183,Bmw,Serie 3,occasion,Essence,Automatique,7,10,18500,67
184,Bmw,Serie 3,occasion,Essence,Automatique,7,9,20000,68
185,Bmw,Serie 3,occasion,Essence,Automatique,7,9,14608,59
186,Bmw,Serie 3,occasion,Essence,Automatique,7,9,10444,75
187,Bmw,Serie 3,occasion,Essence,Automatique,7,7,18782,66
188,Bmw,Serie 3,occasion,Essence,Automatique,7,7,27714,85
189,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,10,10,10600,120
190,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,10,9,8333,93
191,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,10,9,8333,105
192,Bmw,Serie 4 Coupe,occasion,Diesel,Automatique,10,9,13333,130
193,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,7,8,21625,100
194,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,7,4,10000,145
195,Bmw,Serie 5,occasion,Diesel,Manuelle,7,34,3867,14
196,Bmw,Serie 5,occasion,Essence,Manuelle,11,33,3984,10.9
197,Bmw,Serie 5,occasion,Essence,Manuelle,10,27,10000,15.5
198,Bmw,Serie 5,occasion,Essence,Manuelle,10,24,5478,16
199,Bmw,Serie 5,occasion,Diesel,Automatique,11,20,21100,33
200,Bmw,Serie 5,occasion,Essence,Manuelle,11,17,8411,60
201,Bmw,Serie 5,occasion,Diesel,Automatique,12,16,11875,57
202,Bmw,Serie 5,occasion,Diesel,Automatique,10,14,9391,55
203,Bmw,Serie 5,occasion,Diesel,Automatique,10,14,17857,62
204,Bmw,Serie 5,occasion,Diesel,Automatique,10,13,20000,61.9
205,Bmw,Serie 5,occasion,Diesel,Automatique,10,13,10113,78
206,Bmw,Serie 5,occasion,Essence,Automatique,10,12,16416,79.9
207,Bmw,Serie 5,occasion,Diesel,Automatique,10,12,16716,80
208,Bmw,Serie 5,occasion,Essence,Automatique,11,11,18181,67
209,Bmw,Serie 5,occasion,Essence,Automatique,10,11,11952,90
210,Bmw,Serie 5,occasion,Diesel,Automatique,10,10,22800,74
211,Bmw,Serie 5,occasion,Essence,Automatique,10,6,22000,135
212,Bmw,Serie 5,occasion,Essence,Automatique,10,6,16666,148
213,Bmw,Serie 6,occasion,Essence,Automatique,17,17,6000,72
214,Bmw,Serie 7,occasion,Essence,Automatique,31,15,11333,97
215,Bmw,Serie 7,occasion,Essence,Automatique,23,14,9000,125
216,Bmw,X1,occasion,Essence,Automatique,7,7,21428,84
217,Bmw,X1,occasion,Essence,Automatique,9,11,16363,59
218,Bmw,X1,occasion,Essence,Automatique,9,11,16363,62
219,Bmw,X1,occasion,Essence,Automatique,7,8,19875,89.9
220,Bmw,X1,occasion,Essence,Automatique,8,4,18500,112
221,Bmw,X3,occasion,Essence,Manuelle,10,17,22352,34
222,Bmw,X3,occasion,Diesel,Manuelle,10,15,10266,53
223,Bmw,X3,occasion,Essence,Automatique,7,5,13400,145
224,Bmw,X5,occasion,Diesel,Automatique,12,21,7142,46
225,Bmw,X5,occasion,Diesel,Automatique,15,16,17500,67.5
226,Bmw,X5,occasion,Diesel,Automatique,10,14,9000,119
227,Bmw,X6,occasion,Diesel,Automatique,15,14,13571,98
228,Bmw,i3,occasion,Essence,Automatique,7,12,18583,47.5
229,Bmw,i3,occasion,Essence,Manuelle,7,11,10454,58
230,Bmw,i3,occasion,Essence,Automatique,7,11,11952,5.555
231,Buick,S2,occasion,Essence,Manuelle,7,7,11571,42
232,Buick,S3,occasion,Essence,Manuelle,7,7,18571,35
233,Chery,A3,occasion,Essence,Manuelle,6,7,8301,28
234,Chery,A3,occasion,Essence,Manuelle,6,7,15410,28.7
235,Chery,A3,occasion,Essence,Manuelle,6,6,18333,26.5
236,Chery,A3,occasion,Essence,Manuelle,6,6,9685,32
237,Chery,A3,occasion,Essence,Manuelle,6,6,20666,30
238,Chery,A3,occasion,Essence,Manuelle,6,5,17400,36
239,Chery,A3,occasion,Essence,Manuelle,6,5,17000,36
240,Chery,A5,occasion,Essence,Manuelle,7,7,12428,40
241,Chery,A5,occasion,Essence,Manuelle,7,7,23857,26.5
242,Chery,A5,occasion,Essence,Manuelle,7,6,7116,123
243,Chery,QQ,occasion,Essence,Manuelle,5,7,14285,23
244,Chery,QQ,occasion,Essence,Manuelle,4,7,14714,21.5
245,Chery,QQ,occasion,Essence,Manuelle,4,7,11428,22
246,Chery,QQ,occasion,Essence,Manuelle,4,7,11428,22
247,Chery,QQ,occasion,Essence,Manuelle,5,7,22857,21.8
248,Chery,QQ,occasion,Essence,Manuelle,4,7,8301,23.5
249,Chery,QQ,occasion,Essence,Manuelle,4,7,10857,21.5
250,Chery,QQ,occasion,Essence,Manuelle,4,6,15000,23.5
251,Chery,QQ,occasion,Essence,Manuelle,4,6,9685,19.5
252,Chery,QQ,occasion,Essence,Manuelle,4,5,20800,22.8
253,Chery,QQ,occasion,Essence,Manuelle,4,5,7400,24.8
254,Chery,QQ,occasion,Essence,Manuelle,4,5,16200,21.5
255,Chery,QQ,occasion,Essence,Manuelle,4,5,14000,23.8
256,Chery,QQ,occasion,Essence,Manuelle,4,4,14527,23
257,Chery,QQ,occasion,Essence,Manuelle,4,4,9300,25
258,Chery,QQ,occasion,Essence,Manuelle,4,3,13666,26
259,Chery,QQ,occasion,Essence,Manuelle,4,3,18666,22
260,Chery,QQ,occasion,Essence,Manuelle,4,3,13666,25
261,Chery,QQ,occasion,Diesel,Manuelle,4,3,13233,25.5
262,Chery,QQ,occasion,Essence,Manuelle,4,3,14333,23.8
263,Chery,QQ,occasion,Essence,Manuelle,4,2,3000,27
264,Chery,QQ,occasion,Essence,Manuelle,4,2,23500,24.7
265,Chery,QQ,occasion,Essence,Manuelle,4,2,12500,25.5
266,Chery,Tiggo,occasion,Essence,Manuelle,6,4,25000,42.5
267,Chery,Tiggo,occasion,Essence,Manuelle,6,4,21000,42
268,Chery,Tiggo,occasion,Essence,Manuelle,6,4,7375,40
269,Chery,Tiggo,occasion,Essence,Automatique,6,2,14000,58
270,Chery,Tiggo,occasion,Essence,Manuelle,4,1,58111,47
271,Chery,Tiggo,occasion,Essence,Automatique,22,1,58111,89
272,Chery,Tiggo,occasion,Essence,Manuelle,6,5,14400,40
273,Chery,Tiggo,occasion,Essence,Manuelle,6,5,36000,32
274,Chery,Tiggo,occasion,Essence,Automatique,9,5,17280,70
275,Chery,Tiggo,occasion,Essence,Automatique,9,5,24000,68
276,Chery,Tiggo,occasion,Essence,Manuelle,8,5,20000,45
277,Chery,Tiggo,occasion,Essence,Manuelle,6,4,24875,54
278,Chery,Tiggo,occasion,Essence,Manuelle,6,4,7500,46
279,Chery,Tiggo,occasion,Essence,Automatique,4,4,13250,80
280,Chery,Tiggo,occasion,Essence,Manuelle,6,4,16625,45.5
281,Chery,Tiggo,occasion,Essence,Manuelle,6,4,16500,48
282,Chery,Tiggo,occasion,Essence,Manuelle,5,4,9350,42.5
283,Chery,Tiggo,occasion,Essence,Manuelle,6,4,12500,41
284,Chery,Tiggo,occasion,Essence,Automatique,9,3,19370,44
285,Chery,Tiggo,occasion,Essence,Manuelle,6,3,32666,38
286,Chery,Tiggo,occasion,Essence,Automatique,9,3,24333,59
287,Chery,Tiggo,occasion,Essence,Automatique,9,3,6666,95
288,Chery,Tiggo,occasion,Essence,Manuelle,6,3,12666,47
289,Chery,Tiggo,occasion,Essence,Automatique,9,3,14000,68
290,Chery,Tiggo,occasion,Essence,Automatique,6,2,10000,57
291,Chery,Tiggo,occasion,Essence,Automatique,6,2,4000,58
292,Chery,Tiggo,occasion,Essence,Automatique,6,2,21806,57.5
293,Chery,Tiggo,occasion,Essence,Automatique,6,2,13500,56
294,Chery,Tiggo,occasion,Essence,Automatique,9,2,31500,80.001
295,Chery,Tiggo,occasion,Essence,Automatique,6,2,12500,59
296,Chery,Tiggo,occasion,Essence,Automatique,6,2,15500,56.5
297,Chery,Tiggo,occasion,Essence,Automatique,9,2,25500,83
298,Chery,Tiggo,occasion,Essence,Automatique,6,2,20250,57
299,Chery,Tiggo,occasion,Essence,Automatique,6,2,34000,55
300,Chery,Tiggo,occasion,Essence,Automatique,6,2,10000,60
301,Chevrolet,Optra,occasion,Essence,Manuelle,6,17,11882,16.8
302,Chevrolet,Aveo,occasion,Essence,Manuelle,5,9,17777,25
303,Chevrolet,Sonic,occasion,Essence,Manuelle,5,7,15807,29
304,Chevrolet,Sonic,occasion,Essence,Manuelle,5,6,18000,111
305,Chevrolet,Aveo,occasion,Essence,Manuelle,5,6,40000,27
306,Chevrolet,Sonic,occasion,Essence,Manuelle,5,6,5833,34
307,Chevrolet,Aveo,occasion,Essence,Manuelle,5,3,15166,42
308,Chevrolet,Sonic,occasion,Essence,Automatique,5,2,55325,43
309,Chevrolet,Aveo,occasion,Essence,Manuelle,5,12,13333,20
310,Chevrolet,Aveo,occasion,Essence,Manuelle,6,15,7376,18.5
311,Chevrolet,Aveo,occasion,Essence,Manuelle,5,14,7903,28
312,Chevrolet,Aveo,occasion,Essence,Manuelle,5,14,13714,21
313,Chevrolet,Aveo,occasion,Essence,Manuelle,5,13,23923,19
314,Chevrolet,Aveo,occasion,Essence,Manuelle,5,12,19450,20
315,Chevrolet,Aveo,occasion,Essence,Manuelle,5,12,17500,20.5
316,Chevrolet,Aveo,occasion,Essence,Manuelle,5,11,13636,28
317,Chevrolet,Aveo,occasion,Essence,Manuelle,5,11,45454,21
318,Chevrolet,Aveo,occasion,Essence,Manuelle,5,10,21600,30
319,Chevrolet,Aveo,occasion,Essence,Manuelle,5,10,12100,25
320,Chevrolet,Aveo,occasion,Diesel,Manuelle,5,7,34571,24
321,Chevrolet,Aveo,occasion,Essence,Manuelle,5,7,17428,24.7
322,Chevrolet,Captiva,occasion,Essence,Automatique,9,0,0,40
323,Chevrolet,Captiva,occasion,Essence,Automatique,9,2,55325,84
324,Chevrolet,Cruze,occasion,Essence,Manuelle,7,12,9220,24.5
325,Chevrolet,Cruze,occasion,Essence,Manuelle,4,12,12500,30
326,Chevrolet,Cruze,occasion,Essence,Manuelle,7,12,6300,32
327,Chevrolet,Cruze,occasion,Essence,Manuelle,7,11,17454,27
328,Chevrolet,Cruze,occasion,Essence,Manuelle,7,6,20833,36.9
329,Chevrolet,Cruze,occasion,Essence,Manuelle,7,6,20416,37.9
330,Chevrolet,Cruze,occasion,Essence,Manuelle,7,6,18441,38
331,Chevrolet,Cruze,occasion,Essence,Manuelle,7,6,15833,38
332,Chevrolet,Cruze,occasion,Essence,Manuelle,7,5,29000,40
333,Chevrolet,Lacetti,occasion,Essence,Manuelle,6,19,5263,10
334,Chevrolet,Matiz,occasion,Essence,Manuelle,4,15,7376,10
335,Chevrolet,Spark,occasion,Essence,Manuelle,4,13,8511,21.9
336,Chevrolet,Spark,occasion,Essence,Manuelle,5,12,9220,23
337,Chevrolet,Spark,occasion,Essence,Manuelle,5,8,13831,25.9
338,Chevrolet,Spark,occasion,Essence,Manuelle,5,7,10357,33
339,Chevrolet,Trax,occasion,Essence,Automatique,8,6,18441,57
340,Chevrolet,Trax,occasion,Essence,Manuelle,8,5,14200,58
342,Citroen,Xsara,occasion,Essence,Manuelle,6,35,3485,13
343,Citroen,Xsara,occasion,Diesel,Manuelle,6,24,16666,15
344,Citroen,Jumper,occasion,Diesel,Manuelle,7,17,14705,21
345,Citroen,Nemo,occasion,Diesel,Manuelle,6,11,16860,21.5
346,Citroen,Nemo,occasion,Diesel,Manuelle,6,10,12198,22.5
347,Citroen,C3,occasion,Diesel,Manuelle,6,10,25000,19.5
348,Citroen,C4,occasion,Essence,Manuelle,5,9,19444,36
349,Citroen,Nemo,occasion,Diesel,Manuelle,5,8,17750,23
350,Citroen,Nemo,occasion,Diesel,Manuelle,6,7,22571,26
351,Citroen,Jumper,occasion,Diesel,Manuelle,8,3,41666,65
352,Citroen,Ax,occasion,Essence,Manuelle,5,32,3858,5.5
353,Citroen,Ax,occasion,Essence,Manuelle,4,32,3812,7.5
354,Citroen,Ax,occasion,Essence,Manuelle,4,31,3935,8.5
355,Citroen,Ax,occasion,Essence,Manuelle,4,29,8620,7.5
356,Citroen,Ax,occasion,Essence,Manuelle,4,29,4206,5.5
357,Citroen,Ax,occasion,Essence,Manuelle,4,28,14464,8.5
358,Citroen,Berlingo,occasion,Diesel,Manuelle,7,13,9383,18.5
359,Citroen,Berlingo,occasion,Diesel,Manuelle,4,4,42250,47.5
360,Citroen,Berlingo,occasion,Diesel,Automatique,7,4,45000,111
361,Citroen,Berlingo,occasion,Diesel,Manuelle,5,2,55000,55
362,Citroen,Berlingo,occasion,Diesel,Manuelle,6,1,21000,30
363,Citroen,Berlingo,occasion,Diesel,Manuelle,7,25,4879,14.5
364,Citroen,Berlingo,occasion,Diesel,Manuelle,7,23,12695,123
365,Citroen,Berlingo,occasion,Diesel,Manuelle,7,20,6099,15
366,Citroen,Berlingo,occasion,Diesel,Manuelle,7,19,6420,17
367,Citroen,Berlingo,occasion,Diesel,Manuelle,7,17,7175,17
368,Citroen,Berlingo,occasion,Diesel,Manuelle,7,17,7175,18.8
369,Citroen,Berlingo,occasion,Diesel,Manuelle,7,17,17647,16
370,Citroen,Berlingo,occasion,Diesel,Manuelle,7,17,7175,19
371,Citroen,Berlingo,occasion,Diesel,Manuelle,7,17,7175,16.5
372,Citroen,Berlingo,occasion,Diesel,Manuelle,7,16,16250,24
373,Citroen,Berlingo,occasion,Diesel,Manuelle,6,16,23750,123
374,Citroen,Berlingo,occasion,Diesel,Manuelle,5,15,8132,25
375,Citroen,Berlingo,occasion,Essence,Manuelle,6,15,17333,25.5
376,Citroen,Berlingo,occasion,Diesel,Manuelle,6,14,8713,42.5
377,Citroen,Berlingo,occasion,Diesel,Manuelle,5,14,13928,111.111
378,Citroen,Berlingo,occasion,Diesel,Manuelle,7,14,15714,19
379,Citroen,Berlingo,occasion,Diesel,Manuelle,7,14,8713,14.7
380,Citroen,Berlingo,occasion,Diesel,Manuelle,6,13,28153,26
381,Citroen,Berlingo,occasion,Diesel,Manuelle,7,13,27153,17.5
382,Citroen,Berlingo,occasion,Diesel,Manuelle,5,13,9383,24.5
383,Citroen,Berlingo,occasion,Diesel,Manuelle,5,12,20000,31
384,Citroen,Berlingo,occasion,Diesel,Manuelle,4,12,20250,30
385,Citroen,Berlingo,occasion,Diesel,Manuelle,6,11,22727,23.5
386,Citroen,Berlingo,occasion,Diesel,Manuelle,5,11,15272,27.499
387,Citroen,Berlingo,occasion,Diesel,Automatique,5,11,19090,47
388,Citroen,Berlingo,occasion,Diesel,Manuelle,5,10,25000,53
389,Citroen,Berlingo,occasion,Diesel,Manuelle,5,10,12198,29
390,Citroen,Berlingo,occasion,Diesel,Manuelle,6,10,12198,123
391,Citroen,Berlingo,occasion,Diesel,Manuelle,5,10,22000,29
392,Citroen,Berlingo,occasion,Diesel,Manuelle,5,10,12198,25
393,Citroen,Berlingo,occasion,Diesel,Manuelle,5,10,12198,32
394,Citroen,Berlingo,occasion,Diesel,Manuelle,6,9,13554,24
395,Citroen,Berlingo,occasion,Diesel,Manuelle,5,9,13554,27
396,Citroen,Berlingo,occasion,Essence,Manuelle,7,8,15248,48.5
397,Citroen,Berlingo,occasion,Diesel,Manuelle,6,7,20000,31.5
398,Citroen,Berlingo,occasion,Diesel,Manuelle,6,7,17426,30
399,Citroen,Berlingo,occasion,Diesel,Manuelle,5,7,17426,43.5
400,Citroen,Berlingo,occasion,Diesel,Manuelle,5,7,27142,35
401,Citroen,Berlingo,occasion,Diesel,Manuelle,5,7,17426,43.5
402,Citroen,Berlingo,occasion,Diesel,Manuelle,5,6,25666,31
403,Citroen,Berlingo,occasion,Diesel,Manuelle,5,6,28333,58
404,Citroen,Berlingo,occasion,Diesel,Manuelle,5,6,23833,35
405,Citroen,Berlingo,occasion,Diesel,Manuelle,6,6,28333,62.5
406,Citroen,Berlingo,occasion,Diesel,Manuelle,6,6,41166,35
407,Citroen,Berlingo,occasion,Diesel,Manuelle,5,5,24397,52.5
