,Marque,Modele,Status,Energie,Boite_Vitesses,Puissance_Fiscale,Age,Kilometrage,Prix
1795,Mg,5,occasion,Essence,Automatique,6,3,18000,54
1796,Mg,F,occasion,Essence,Manuelle,5,7,19857,31.5
1797,Mg,Zs,occasion,Essence,Manuelle,7,5,28000,55
1798,Mg,Zs,occasion,Essence,Manuelle,7,5,28000,55
1799,Mg,Zs,occasion,Essence,Automatique,7,4,25000,65
1800,Mg,Zs,occasion,Essence,Automatique,9,1,34000,89
1801,Mg,Zs,occasion,Essence,Manuelle,7,6,6083,63
1802,Mg,Zs,occasion,Essence,Automatique,7,5,6000,66
1803,Mg,Zs,occasion,Essence,Automatique,7,5,15000,65
1804,Mg,Zs,occasion,Essence,Automatique,7,5,17600,56
1805,Mg,Zs,occasion,Essence,Automatique,7,5,14800,66.8
1806,Mg,Zs,occasion,Essence,Automatique,7,4,25000,68
1807,Mg,Zs,occasion,Essence,Automatique,7,4,17392,62
1808,Mg,Zs,occasion,Essence,Manuelle,6,4,22500,123
1809,Mg,Zs,occasion,Essence,Manuelle,7,3,20000,63
1810,Mg,Zs,occasion,Essence,Automatique,7,2,34785,61
1811,Mg,Zs,occasion,Essence,Manuelle,7,2,16000,69.5
1812,Mg,Zs,occasion,Essence,Manuelle,7,2,49750,65
1813,Mini,Cooper,occasion,Essence,Manuelle,5,15,10266,28.5
1814,Mini,Countryman,occasion,Essence,Manuelle,7,13,11846,34.9
1815,Mini,Countryman,occasion,Essence,Manuelle,7,13,11846,37.9
1816,Mini,Countryman,occasion,Essence,Manuelle,7,13,11846,37.9
1817,Mini,Countryman,occasion,Essence,Manuelle,5,9,10000,65
1818,Mini,One,occasion,Essence,Manuelle,5,8,18750,33.9
1819,Mini,,occasion,Essence,Manuelle,4,9,21555,38.8
1821,Mini,Cooper,occasion,Essence,Automatique,11,18,5611,33
1822,Mini,Cooper,occasion,Essence,Manuelle,5,15,8275,28.5
1823,Mini,Cooper,occasion,Essence,Manuelle,5,15,12133,35
1824,Mini,Cooper,occasion,Essence,Manuelle,5,15,12000,36
1825,Mini,,occasion,Essence,Manuelle,5,14,8866,28.5
1826,Mini,,occasion,Essence,Manuelle,5,14,11428,29
1827,Mini,,occasion,Essence,Manuelle,5,14,11285,27
1828,Mini,,occasion,Essence,Manuelle,6,13,9548,36.5
1830,Mini,Countryman,occasion,Essence,Manuelle,7,13,11846,37.9
1831,Mini,Countryman,occasion,Essence,Manuelle,7,12,12500,34.9
1832,Mini,Cooper,occasion,Essence,Manuelle,4,9,13444,45
1833,Mini,One,occasion,Essence,Manuelle,4,9,13792,44
1834,Mini,,occasion,Essence,Manuelle,7,4,17500,64
1835,Mini,Cooper,occasion,Diesel,Manuelle,6,14,20000,27.5
1836,Mitsubishi,Gt,occasion,Diesel,Manuelle,10,24,4629,111
1837,Mitsubishi,Gt,occasion,Diesel,Manuelle,10,24,5683,14.5
1838,Mitsubishi,L200,occasion,Diesel,Manuelle,13,27,17777,41
1839,Mitsubishi,L200,occasion,Diesel,Manuelle,10,23,5930,30
1840,Mitsubishi,L200,occasion,Diesel,Manuelle,10,21,6494,30
1841,Mitsubishi,L200,occasion,Diesel,Manuelle,10,17,8023,20
1842,Mitsubishi,L200,occasion,Diesel,Manuelle,10,14,23214,28.5
1843,Mitsubishi,L200,occasion,Diesel,Manuelle,10,13,22015,47.5
1844,Mitsubishi,L200,occasion,Diesel,Manuelle,10,8,22625,39.5
1845,Mitsubishi,Mirage,occasion,Essence,Manuelle,4,7,19571,23.5
1846,Mitsubishi,Attrage,occasion,Essence,Manuelle,4,7,19285,21.8
1847,Mitsubishi,L200,occasion,Essence,Manuelle,4,5,22900,27
1848,Mitsubishi,L200,occasion,Essence,Manuelle,10,4,12500,100
1849,Mitsubishi,L200,occasion,Essence,Manuelle,4,3,16333,33.5
1850,Mitsubishi,L200,occasion,Essence,Manuelle,4,3,16333,33.5
1851,Mitsubishi,Galant,occasion,Diesel,Manuelle,10,22,6199,31
1852,Mitsubishi,Outlander,occasion,Essence,Automatique,9,18,10555,111.111
1853,Mitsubishi,Pajero,occasion,Diesel,Manuelle,10,31,4399,34
1854,Mitsubishi,Pajero,occasion,Diesel,Manuelle,11,30,10000,24
1855,Mitsubishi,Pajero,occasion,Diesel,Manuelle,11,26,11538,33
1856,Mitsubishi,Pajero,occasion,Diesel,Manuelle,10,24,5683,28
1857,Mitsubishi,Pajero,occasion,Diesel,Manuelle,9,23,16757,100
1858,Mitsubishi,Pajero,occasion,Diesel,Manuelle,10,22,6199,40
1859,Mitsubishi,Pajero,occasion,Diesel,Automatique,11,21,14285,78
1860,Mitsubishi,Space Star,occasion,Essence,Manuelle,4,3,4300,11.111
1861,Renault,Megane3,occasion,Diesel,Manuelle,5,15,26000,25
1862,Nissan,Qashqai,occasion,Diesel,Manuelle,10,10,12492,19.5
1863,Nissan,Y60,occasion,Diesel,Manuelle,9,36,3470,20
1864,Nissan,Qashqai,occasion,Essence,Automatique,6,8,21250,57
1865,Nissan,Juke,occasion,Diesel,Manuelle,6,11,15454,38.8
1866,Nissan,Juke,occasion,Essence,Automatique,7,9,13333,48.8
1867,Nissan,Juke,occasion,Essence,Automatique,11,13,11923,40
1868,Nissan,Juke,occasion,Essence,Manuelle,7,13,9609,39
1869,Nissan,Juke,occasion,Essence,Automatique,7,12,10410,40
1870,Nissan,Juke,occasion,Essence,Manuelle,7,11,11356,47
1871,Nissan,Juke,occasion,Diesel,Manuelle,5,10,20000,46
1872,Nissan,Juke,occasion,Essence,Automatique,8,9,17777,46
1873,Nissan,Juke,occasion,Essence,Manuelle,6,7,20142,49.9
1874,Nissan,Juke,occasion,Essence,Manuelle,6,7,11000,57
1875,Nissan,Juke,occasion,Essence,Automatique,6,2,62460,48
1876,Nissan,Micra,occasion,Essence,Manuelle,5,5,33400,26.2
1877,Nissan,Micra,occasion,Essence,Manuelle,5,4,18550,34
1878,Nissan,Micra,occasion,Essence,Manuelle,5,7,7571,31
1879,Nissan,Micra,occasion,Essence,Manuelle,5,6,14500,33
1880,Nissan,Micra,occasion,Essence,Manuelle,5,6,9333,34.5
1881,Nissan,Micra,occasion,Essence,Manuelle,4,6,20820,24
1882,Nissan,Micra,occasion,Essence,Manuelle,5,5,24984,32
1883,Nissan,Micra,occasion,Essence,Manuelle,5,5,11400,111
1884,Nissan,Micra,occasion,Essence,Manuelle,5,5,24984,11.111
1885,Nissan,Micra,occasion,Essence,Manuelle,5,4,20250,30
1886,Nissan,Micra,occasion,Essence,Manuelle,5,4,20500,27.9
1887,Nissan,Micra,occasion,Essence,Manuelle,5,4,11250,37
1888,Nissan,Navara,occasion,Diesel,Manuelle,8,15,10400,48
1889,Nissan,Navara,occasion,Diesel,Manuelle,8,15,10400,48
1890,Nissan,Navara,occasion,Diesel,Manuelle,10,12,25000,43
1891,Nissan,Patrol,occasion,Diesel,Manuelle,11,25,17400,49
1892,Nissan,Patrol,occasion,Diesel,Manuelle,11,25,19200,55
1893,Nissan,Patrol,occasion,Diesel,Manuelle,11,25,19199,55
1894,Nissan,Pulsar,occasion,Essence,Manuelle,6,5,37200,63
1895,Nissan,Qashqai,occasion,Diesel,Manuelle,6,14,17428,38
1896,Nissan,Qashqai,occasion,Diesel,Manuelle,6,14,19142,39.5
1897,Nissan,Qashqai,occasion,Diesel,Manuelle,9,14,18571,35
1898,Nissan,Qashqai,occasion,Diesel,Manuelle,9,13,18769,34
1899,Nissan,Qashqai,occasion,Diesel,Manuelle,6,13,19461,37
1900,Nissan,Qashqai,occasion,Diesel,Manuelle,6,12,10410,38.5
1901,Nissan,Qashqai,occasion,Diesel,Manuelle,6,12,10410,45
1902,Nissan,Qashqai,occasion,Diesel,Manuelle,6,11,16818,39.5
1903,Nissan,Qashqai,occasion,Diesel,Manuelle,6,10,12492,48
1904,Nissan,Qashqai,occasion,Diesel,Manuelle,7,9,13880,56
1905,Nissan,Qashqai,occasion,Essence,Automatique,7,8,15615,52
1906,Nissan,Qashqai,occasion,Essence,Automatique,6,8,17750,65
1907,Nissan,Qashqai,occasion,Essence,Manuelle,6,7,27714,61
1908,Nissan,Qashqai,occasion,Diesel,Manuelle,5,7,23428,68.5
1909,Nissan,Qashqai,occasion,Diesel,Manuelle,6,7,17000,51
1910,Nissan,Qashqai,occasion,Essence,Automatique,6,6,4833,100
1911,Nissan,Qashqai,occasion,Essence,Automatique,6,6,13666,79.5
1912,Nissan,Qashqai,occasion,Essence,Automatique,6,6,20820,100
1913,Nissan,Qashqai,occasion,Diesel,Manuelle,6,5,24800,85
1914,Nissan,Qashqai,occasion,Essence,Manuelle,7,4,31230,60
1915,Nissan,Xtrail,occasion,Diesel,Manuelle,7,21,5714,35
1916,Nissan,Xtrail,occasion,Essence,Manuelle,8,21,14285,25
1917,Nissan,Xtrail,occasion,Essence,Manuelle,8,20,15000,25
1918,Nissan,Xtrail,occasion,Diesel,Manuelle,9,16,7807,28.5
1919,Opel,Astra,occasion,Diesel,Manuelle,5,25,10000,10.5
1920,Opel,Astra,occasion,Essence,Manuelle,4,25,11600,12
1921,Opel,Astra,occasion,Diesel,Manuelle,5,24,4249,8.5
1922,Opel,Astra,occasion,Essence,Manuelle,5,23,11304,22.5
1923,Opel,Astra,occasion,Diesel,Manuelle,5,23,4434,7.2
1924,Opel,Astra,occasion,Essence,Manuelle,5,22,7090,21.5
1925,Opel,Astra,occasion,Essence,Manuelle,5,22,9090,16
1926,Opel,Astra,occasion,Essence,Manuelle,5,21,4856,17.5
1927,Opel,Astra,occasion,Essence,Manuelle,5,20,5099,18
1928,Opel,Astra,occasion,Diesel,Manuelle,5,19,5367,17.5
1929,Opel,Astra,occasion,Diesel,Manuelle,6,19,5367,17.5
1930,Opel,Astra,occasion,Essence,Manuelle,5,18,5665,25.5
1931,Opel,Astra,occasion,Diesel,Manuelle,6,12,21416,33.5
1932,Opel,Swing,occasion,Essence,Manuelle,4,27,3777,11.5
1933,Opel,Swing,occasion,Essence,Manuelle,4,23,4434,10.5
1934,Opel,Astra,occasion,Essence,Manuelle,5,20,5099,13
1935,Opel,Astra,occasion,Diesel,Manuelle,6,5,20397,50
1936,Opel,Combo,occasion,Diesel,Manuelle,5,2,11000,62
1937,Opel,Combo,occasion,Diesel,Manuelle,5,2,97500,11.111
1938,Opel,Corsa,occasion,Essence,Manuelle,4,23,4434,13
1939,Opel,Corsa,occasion,Essence,Manuelle,4,14,7284,23
1940,Opel,Corsa,occasion,Essence,Manuelle,5,7,21428,29
1941,Opel,Corsa,occasion,Diesel,Manuelle,4,35,2913,7.7
1942,Opel,Corsa,occasion,Essence,Manuelle,4,29,3516,10.2
1943,Opel,Corsa,occasion,GPL,Manuelle,4,29,3516,12
1944,Opel,Corsa,occasion,Essence,Manuelle,4,29,3516,10.1
1945,Opel,Corsa,occasion,Essence,Manuelle,4,29,10379,11
1946,Opel,Corsa,occasion,Essence,Manuelle,4,29,3516,10
1947,Opel,Corsa,occasion,Essence,Manuelle,5,28,12500,11.5
1948,Opel,Corsa,occasion,Essence,Manuelle,4,28,10714,9
1949,Opel,Corsa,occasion,Essence,Manuelle,4,28,10714,10
1950,Opel,Corsa,occasion,Essence,Manuelle,4,28,3642,12
1951,Opel,Corsa,occasion,Diesel,Manuelle,4,28,3642,12.5
1952,Opel,Corsa,occasion,Diesel,Manuelle,4,28,3642,12.5
1953,Opel,Corsa,occasion,Essence,Manuelle,4,27,3777,12.5
1954,Opel,Corsa,occasion,Essence,Manuelle,4,26,3922,12
1955,Opel,Corsa,occasion,Essence,Manuelle,4,25,4079,10
1956,Opel,Corsa,occasion,Essence,Manuelle,4,25,4079,11
1957,Opel,Corsa,occasion,Essence,Manuelle,4,25,4079,11.5
1958,Opel,Corsa,occasion,Essence,Manuelle,4,24,4249,12.5
1959,Opel,Corsa,occasion,Essence,Manuelle,4,24,4249,55.555
1960,Opel,Corsa,occasion,Essence,Manuelle,4,23,16608,13
1961,Opel,Corsa,occasion,Essence,Manuelle,4,23,15260,12.3
1962,Opel,Corsa,occasion,Essence,Manuelle,4,22,14636,14.3
1963,Opel,Corsa,occasion,Essence,Manuelle,4,22,4635,11.2
1964,Opel,Corsa,occasion,Essence,Manuelle,4,22,10909,15
1965,Opel,Corsa,occasion,Essence,Manuelle,4,22,17500,12.85
1966,Opel,Corsa,occasion,Essence,Manuelle,4,20,13050,12
1967,Opel,Corsa,occasion,Essence,Manuelle,5,16,6374,22
1968,Opel,Corsa,occasion,Essence,Manuelle,5,10,17500,27.5
1969,Opel,Corsa,occasion,Essence,Manuelle,5,10,7300,28
1970,Opel,Corsa,occasion,Essence,Manuelle,5,9,15555,29
1971,Opel,Corsa,occasion,Essence,Manuelle,5,9,20000,31
1972,Opel,Corsa,occasion,Essence,Manuelle,5,9,10777,32.5
1973,Opel,Insignia,occasion,Diesel,Manuelle,6,11,27272,33
1974,Opel,Insignia,occasion,Essence,Manuelle,11,11,23636,25.9
1975,Opel,Kadett,occasion,Essence,Manuelle,5,41,2487,6.5
1976,Opel,Kadett,occasion,Essence,Manuelle,5,34,2941,10.5
1977,Opel,Kadett,occasion,Essence,Manuelle,5,33,3090,8.5
1978,Opel,Meriva,occasion,Essence,Manuelle,6,8,12748,38
1979,Opel,Mokka,occasion,Essence,Manuelle,8,6,16666,96
1980,Opel,Mokka,occasion,Essence,Manuelle,8,6,16666,110
1981,Opel,Vectra,occasion,Essence,Manuelle,9,27,3777,17
1982,Opel,Vectra,occasion,Diesel,Manuelle,6,21,4856,12.5
1983,Opel,Vivaro,occasion,Diesel,Manuelle,6,20,5099,15
1984,Peugeot,106,occasion,Essence,Manuelle,4,28,7142,11.5
1985,Peugeot,106,occasion,Essence,Manuelle,4,34,6029,9.5
1986,Peugeot,106,occasion,Essence,Manuelle,4,30,3788,8.2
1987,Peugeot,106,occasion,Essence,Manuelle,4,30,3788,11.5
1988,Peugeot,106,occasion,Essence,Manuelle,5,29,3918,8.5
1989,Peugeot,106,occasion,Essence,Manuelle,4,29,6551,8.5
1990,Peugeot,106,occasion,Essence,Manuelle,4,29,6206,8.9
1991,Peugeot,106,occasion,Essence,Manuelle,5,28,4058,10.8
1992,Peugeot,106,occasion,Essence,Manuelle,5,28,4058,8
1993,Peugeot,106,occasion,Essence,Manuelle,5,28,7678,12.5
1994,Peugeot,106,occasion,Essence,Manuelle,4,28,4058,9.5
1995,Peugeot,106,occasion,Essence,Manuelle,4,27,4209,13
1996,Peugeot,106,occasion,Essence,Manuelle,4,27,6851,14
1997,Peugeot,106,occasion,Essence,Manuelle,4,27,4209,9.5
1998,Peugeot,106,occasion,Essence,Manuelle,4,27,12888,14.5
1999,Peugeot,106,occasion,Essence,Manuelle,4,26,15000,10.5
2000,Peugeot,106,occasion,Essence,Manuelle,4,26,13076,10.8
2001,Peugeot,106,occasion,Essence,Manuelle,4,25,8000,14
2002,Peugeot,107,occasion,Essence,Manuelle,4,12,9470,25
2003,Peugeot,108,occasion,Essence,Manuelle,4,7,16235,30
2004,Peugeot,108,occasion,Essence,Manuelle,4,6,10000,33.4
2005,Peugeot,108,occasion,Essence,Manuelle,4,5,8000,40
2006,Peugeot,2008,occasion,Essence,Manuelle,5,16,4937,48
2007,Peugeot,2008,occasion,Essence,Manuelle,5,7,16857,41.8
2008,Peugeot,2008,occasion,Essence,Manuelle,5,7,16857,41.8
2009,Peugeot,2008,occasion,Essence,Manuelle,5,7,16857,42
2010,Peugeot,2008,occasion,Essence,Manuelle,5,7,16857,42
2011,Peugeot,2008,occasion,Essence,Automatique,6,6,20000,55
2012,Peugeot,2008,occasion,Essence,Manuelle,7,5,25000,51
2013,Peugeot,2008,occasion,Essence,Manuelle,5,4,19750,48.5
2014,Peugeot,2008,occasion,Essence,Manuelle,5,4,19500,48.5
2015,Peugeot,2008,occasion,Essence,Manuelle,5,4,19500,49
2016,Peugeot,208,occasion,Diesel,Automatique,5,1,10000,20
2017,Peugeot,208,occasion,Essence,Manuelle,5,23,4941,22
2018,Peugeot,2008,occasion,Essence,Manuelle,5,9,7111,38
2019,Peugeot,2008,occasion,Essence,Manuelle,5,9,6666,38
2020,Peugeot,2008,occasion,Essence,Manuelle,7,9,19111,37
2021,Peugeot,2008,occasion,Essence,Manuelle,5,9,17666,42
2022,Peugeot,2008,occasion,Essence,Manuelle,5,9,14444,38
2023,Peugeot,2008,occasion,Essence,Manuelle,5,8,15500,42
2024,Peugeot,2008,occasion,Essence,Manuelle,5,8,14205,39.9
2025,Peugeot,2008,occasion,Essence,Manuelle,5,8,13750,39.9
2026,Peugeot,2008,occasion,Essence,Manuelle,5,8,13750,39.9
2027,Peugeot,2008,occasion,Essence,Manuelle,5,8,14205,41
2028,Peugeot,2008,occasion,Essence,Manuelle,5,8,21875,39.5
2029,Peugeot,2008,occasion,Essence,Manuelle,5,8,19000,38.5
2030,Peugeot,2008,occasion,Essence,Manuelle,5,7,19142,41.9
2031,Peugeot,2008,occasion,Essence,Manuelle,5,7,15142,45
2032,Peugeot,2008,occasion,Essence,Manuelle,10,7,22428,40
2033,Peugeot,2008,occasion,Essence,Manuelle,5,7,10142,45
2034,Peugeot,2008,occasion,Essence,Manuelle,5,6,14010,48
2035,Peugeot,2008,occasion,Essence,Manuelle,5,6,18940,41
2036,Peugeot,2008,occasion,Essence,Manuelle,5,5,22729,39
2037,Suzuki,Swift,occasion,Essence,Automatique,5,4,19250,37.9
2038,Peugeot,2008,occasion,Essence,Manuelle,6,3,5333,85
2039,Peugeot,2008,occasion,Essence,Manuelle,6,3,5333,85
2040,Peugeot,2008,occasion,Diesel,Manuelle,5,2,20000,105
2041,Peugeot,205,occasion,Essence,Manuelle,4,44,2582,6.5
2042,Peugeot,205,occasion,Essence,Manuelle,5,41,3414,11.5
2043,Peugeot,205,occasion,Essence,Manuelle,4,31,3584,123
2044,Peugeot,205,occasion,Essence,Manuelle,4,31,7741,7
2045,Peugeot,205,occasion,Essence,Manuelle,7,28,4058,8.5
2046,Peugeot,205,occasion,Essence,Manuelle,4,27,4444,10.8
2047,Peugeot,205,occasion,Essence,Manuelle,4,25,4938,7
2048,Peugeot,206,occasion,Essence,Manuelle,4,23,4941,14.2
2049,Peugeot,206,occasion,Essence,Manuelle,4,18,6313,18.5
2050,Peugeot,206,occasion,Essence,Manuelle,4,25,4545,14.5
2051,Peugeot,206,occasion,Essence,Automatique,6,25,7160,22
2052,Peugeot,206,occasion,Essence,Manuelle,4,24,4735,13.5
2053,Peugeot,206,occasion,Essence,Manuelle,5,23,4941,13.9
2054,Peugeot,206,occasion,Essence,Manuelle,4,23,13043,11.2
2055,Peugeot,206,occasion,Essence,Manuelle,4,22,15272,14.5
2056,Peugeot,206,occasion,Essence,Manuelle,4,22,5165,16.7
2057,Peugeot,206,occasion,Essence,Manuelle,4,22,5165,16
2058,Peugeot,206,occasion,Diesel,Manuelle,6,22,13636,13
2059,Peugeot,206,occasion,Essence,Manuelle,4,22,11818,17
2060,Peugeot,206,occasion,Essence,Manuelle,4,22,5165,16.5
2061,Peugeot,206,occasion,Diesel,Manuelle,5,21,23809,8
2062,Peugeot,206,occasion,Diesel,Manuelle,5,21,5411,10
2063,Peugeot,206,occasion,Diesel,Manuelle,5,21,5411,16.5
2064,Peugeot,206,occasion,Essence,Manuelle,4,21,9380,17
2065,Peugeot,206,occasion,Essence,Manuelle,4,21,9333,16
2066,Peugeot,206,occasion,Diesel,Manuelle,5,21,5411,16
2067,Peugeot,206,occasion,Diesel,Manuelle,5,21,5411,9
2068,Peugeot,206,occasion,Essence,Manuelle,4,21,9238,18
2069,Peugeot,206,occasion,Essence,Manuelle,4,21,9380,16.5
2070,Peugeot,206,occasion,Essence,Manuelle,5,21,5411,74.568
2071,Peugeot,206,occasion,Essence,Manuelle,5,20,10400,18
2072,Peugeot,206,occasion,Essence,Manuelle,8,20,6112,14
2073,Peugeot,206,occasion,Essence,Manuelle,4,20,9850,16.8
2074,Peugeot,206,occasion,Essence,Manuelle,4,19,10526,14.5
2075,Peugeot,206,occasion,Essence,Manuelle,5,19,5981,16
2076,Peugeot,206,occasion,Essence,Manuelle,4,18,11111,20
2077,Peugeot,206,occasion,Essence,Manuelle,4,18,6313,18.4
2078,Peugeot,206,occasion,Essence,Manuelle,4,18,6313,21
2079,Peugeot,206,occasion,Essence,Manuelle,6,17,14705,20
2080,Peugeot,206,occasion,Diesel,Manuelle,4,17,6685,10.5
2081,Peugeot,206,occasion,Essence,Manuelle,6,17,7823,23
2082,Peugeot,206,occasion,Essence,Manuelle,5,16,8000,16
2083,Peugeot,206,occasion,Essence,Manuelle,6,16,7102,17.5
2084,Peugeot,206,occasion,Essence,Manuelle,6,16,11062,21
2085,Peugeot,206,occasion,Essence,Manuelle,6,16,11062,20
2086,Peugeot,206,occasion,Essence,Manuelle,6,16,12500,13
2087,Peugeot,206,occasion,Essence,Manuelle,5,16,10937,20
2088,Peugeot,206,occasion,Essence,Manuelle,6,16,7102,20
2089,Peugeot,206,occasion,Essence,Manuelle,6,14,8117,7
2090,Peugeot,206,occasion,Essence,Manuelle,4,14,8117,7
2091,Peugeot,206,occasion,Essence,Manuelle,6,14,3571,18.8
2092,Peugeot,206,occasion,Essence,Manuelle,4,12,18333,24.5
2093,Peugeot,206,occasion,Essence,Manuelle,5,12,13333,20
2094,Peugeot,206,occasion,Essence,Manuelle,5,12,14166,20.6
2095,Peugeot,206,occasion,Essence,Manuelle,4,12,15827,21.5
2096,Peugeot,206,occasion,Diesel,Manuelle,4,12,9470,15.5
2097,Peugeot,206,occasion,Essence,Manuelle,5,12,9470,21
2098,Peugeot,206,occasion,Diesel,Manuelle,4,12,41666,20
2099,Peugeot,206,occasion,Essence,Manuelle,5,12,9470,23.5
2100,Peugeot,206,occasion,Essence,Manuelle,5,12,9470,21
2101,Peugeot,206,occasion,Essence,Manuelle,5,12,9470,21
2102,Peugeot,206,occasion,Essence,Manuelle,5,12,9470,21
2103,Peugeot,207,occasion,Essence,Manuelle,6,14,8117,123
2104,Peugeot,207,occasion,Diesel,Manuelle,4,18,17777,23.5
2105,Peugeot,207,occasion,Essence,Manuelle,6,17,6685,21
2106,Peugeot,207,occasion,Essence,Manuelle,6,17,6685,21.5
2107,Peugeot,207,occasion,Diesel,Manuelle,4,17,19411,19
2108,Peugeot,207,occasion,Diesel,Manuelle,6,15,15066,27.4
2109,Peugeot,207,occasion,Diesel,Manuelle,4,15,16000,24
2110,Peugeot,207,occasion,Essence,Manuelle,5,15,7576,21
2111,Peugeot,207,occasion,GPL,Manuelle,6,14,8117,21.3
2112,Peugeot,207,occasion,GPL,Manuelle,6,14,8117,21.3
2113,Peugeot,207,occasion,Essence,Automatique,6,14,5357,34
2114,Peugeot,207,occasion,Diesel,Manuelle,6,13,22307,27.5
2115,Peugeot,207,occasion,Diesel,Manuelle,4,13,8741,29.5
2116,Peugeot,207,occasion,Essence,Manuelle,6,13,15769,24
2117,Peugeot,207,occasion,Essence,Manuelle,6,12,17250,25
2118,Peugeot,208,occasion,Essence,Manuelle,5,4,22500,34
2119,Peugeot,208,occasion,Essence,Manuelle,4,3,19000,42.5
2120,Peugeot,208,occasion,Essence,Manuelle,4,2,17500,44.9
2121,Peugeot,208,occasion,Diesel,Manuelle,5,2,14250,62
2122,Peugeot,208,occasion,Essence,Manuelle,5,2,56822,55
2123,Peugeot,208,occasion,Essence,Manuelle,4,1,16000,44
2124,Peugeot,208,occasion,Diesel,Manuelle,4,1,100000,35
2125,Peugeot,208,occasion,Diesel,Manuelle,5,1,20000,37
2126,Peugeot,208,occasion,Diesel,Manuelle,5,1,113645,34
2127,Peugeot,208,occasion,Essence,Manuelle,4,0,0,65
2128,Peugeot,208,occasion,Essence,Manuelle,5,11,16363,25
2129,Peugeot,208,occasion,Essence,Manuelle,5,11,11636,27.5
2130,Peugeot,208,occasion,Essence,Manuelle,5,11,11818,26.5
2131,Peugeot,208,occasion,Essence,Manuelle,5,11,15818,28.8
2132,Peugeot,208,occasion,Essence,Manuelle,4,11,8272,123
2133,Peugeot,208,occasion,Essence,Manuelle,4,10,11364,29.3
2134,Peugeot,208,occasion,Diesel,Manuelle,6,10,17000,33.5
2135,Peugeot,208,occasion,Diesel,Manuelle,4,10,18500,38
2136,Peugeot,208,occasion,Essence,Manuelle,5,9,8111,31
2137,Peugeot,208,occasion,Essence,Manuelle,4,9,12627,25.5
2138,Peugeot,208,occasion,Essence,Manuelle,5,9,14444,26.5
2139,Peugeot,208,occasion,Essence,Manuelle,5,8,13500,28.5
2140,Peugeot,208,occasion,Essence,Manuelle,5,8,14205,28
2141,Peugeot,208,occasion,Essence,Manuelle,5,8,15312,32
2142,Peugeot,208,occasion,Essence,Manuelle,5,7,13142,33
2143,Peugeot,208,occasion,Essence,Manuelle,5,7,22857,34.9
2144,Peugeot,208,occasion,Essence,Manuelle,5,7,16428,25.8
2145,Peugeot,208,occasion,Essence,Manuelle,5,7,17000,29
2146,Peugeot,208,occasion,Essence,Manuelle,5,7,16235,32
2147,Peugeot,208,occasion,Essence,Manuelle,5,6,16000,30.2
2148,Peugeot,208,occasion,Essence,Manuelle,5,6,18940,25
2149,Peugeot,208,occasion,Essence,Manuelle,5,6,16500,32.5
2150,Peugeot,208,occasion,Essence,Manuelle,5,5,22729,30
2151,Peugeot,208,occasion,Essence,Manuelle,4,5,22000,32
2152,Peugeot,208,occasion,Essence,Manuelle,4,5,8600,34.5
2153,Peugeot,208,occasion,Diesel,Manuelle,5,5,20800,43.5
2154,Peugeot,208,occasion,Essence,Manuelle,5,5,22729,30
2155,Peugeot,208,occasion,Essence,Manuelle,5,4,19020,33
2156,Peugeot,208,occasion,Essence,Manuelle,4,4,17500,33.5
2157,Peugeot,208,occasion,Diesel,Manuelle,5,4,26750,45
2158,Peugeot,208,occasion,Essence,Manuelle,4,4,15500,36
2159,Peugeot,208,occasion,Essence,Manuelle,4,4,32499,36.8
2160,Peugeot,208,occasion,Essence,Manuelle,4,4,20500,41.2
2161,Peugeot,208,occasion,Diesel,Manuelle,5,4,19000,53
2162,Peugeot,208,occasion,Essence,Manuelle,4,4,10378,33
2163,Peugeot,208,occasion,Essence,Manuelle,4,4,19625,31
2164,Peugeot,208,occasion,Essence,Manuelle,4,4,19000,32
2165,Peugeot,208,occasion,Essence,Manuelle,4,4,19500,31.5
2166,Peugeot,208,occasion,Essence,Manuelle,5,4,28411,33.5
2167,Peugeot,208,occasion,Essence,Manuelle,5,3,13333,51
2168,Peugeot,208,occasion,Essence,Manuelle,4,2,20000,42.9
2169,Peugeot,208,occasion,Essence,Manuelle,4,2,21000,44
2170,Peugeot,208,occasion,Essence,Manuelle,4,2,17500,43.5
2171,Peugeot,208,occasion,Diesel,Manuelle,5,2,60000,38
2172,Peugeot,208,occasion,Diesel,Manuelle,4,2,140000,34
2173,Peugeot,208,occasion,Diesel,Manuelle,4,2,140000,33
2174,Peugeot,208,occasion,Essence,Manuelle,4,2,18000,41.5
2175,Peugeot,208,occasion,Diesel,Manuelle,5,2,65000,37
2176,Peugeot,3008,occasion,Essence,Manuelle,7,10,14300,37.5
2177,Peugeot,3008,occasion,Diesel,Automatique,7,4,28411,82
2178,Peugeot,3008,occasion,Essence,Manuelle,7,13,18000,31.5
2179,Peugeot,3008,occasion,Diesel,Manuelle,6,13,8741,36
2180,Peugeot,3008,occasion,Diesel,Automatique,6,12,9470,39
2181,Peugeot,3008,occasion,Diesel,Manuelle,6,12,9470,38
2182,Peugeot,3008,occasion,Diesel,Automatique,7,12,22750,42
2183,Peugeot,3008,occasion,Essence,Manuelle,7,10,19500,44
2184,Peugeot,3008,occasion,Essence,Manuelle,7,7,18571,63
2185,Peugeot,3008,occasion,Essence,Automatique,9,6,15000,85.5
2186,Peugeot,3008,occasion,Diesel,Automatique,6,5,14000,92
