URL,Modèle,Description,Prix,Kilométrage,Mise en circulation,Énergie,Boîte de vitesse,Puissance fiscale,Transmission,Carrosserie,État général,Anciens propriétaires,Date annonce
https://www.automobile.tn/fr/occasion/kia/sportage/117312,KIA Sportage Black Edition,1.6 GDi CVVT 16V 4x2 ISG 132 cv Boite Auto,88 000 DT,111 000 KM,06.2021,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/a1-sportback/117254,Audi A1 Sportback Attraction,1.4 TSI 16V 125 cv,54 900 DT,95 000 KM,01.2017,Essence,Manuelle,6 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gla/117251,Mercedes-Benz GLA AMG,180 1.3 i 16V 7G-DCT 136 cv Boîte auto,155 000 DT,82 000 KM,07.2022,Essence,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/117099,Land Rover Range Rover Sport,4.2 i V8 32V 396 cv Boîte auto,54 000 DT,250 000 KM,10.2008,Essence,Automatique,32 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/c4-x/117095,Citroën C4 X,N/A,69 900 DT,142 000 KM,12.2021,Diesel,Manuelle,6 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/i20/117025,Hyundai i20 High Grade,1.0 T-GDI 12V GPF DCT7 100 cv Boîte auto,63 000 DT,88 000 KM,11.2021,Essence,Automatique,5 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/e-tron-sportback/116935,Audi E-tron Sportback,55 Quattro 408 cv,159 000 DT,32 000 KM,10.2020,Electrique,Automatique,12 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/opel/astra/116934,Opel Astra Edition,1.2 i 12V Turbo S&S 110 cv,55 000 DT,95 000 KM,11.2021,Essence,Manuelle,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-8/116933,Volkswagen Golf 8 Life,1.4 L TSI 150 cv Boîte auto,120 000 DT,55 000 KM,02.2023,Essence,Automatique,8 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q5/116932,Audi Q5,3.0 TDI V6 24V DPF Quattro S Tronic7 211 cv Boîte auto,60 000 DT,370 000 KM,12.2008,Diesel,Automatique,15 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/eqs-berline/116867,Mercedes-Benz EQS Berline,450+ 333 cv Boîte Auto,350 000 DT,51 000 KM,04.2022,Electrique,Automatique,8 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mazda/cx-5/116866,Mazda CX-5,Skyactiv-G 2.0 i 16V AWD 160 cv Boîte auto,48 000 DT,296 000 KM,06.2014,Essence,Automatique,9 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/ssangyong/tivoli/116862,Ssangyong Tivoli Classic,160 1.6 e-XGi 16V 2WD 128 cv,48 000 DT,184 000 KM,08.2018,Essence,Manuelle,7 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/boxer/116783,Peugeot Boxer Fourgon,N/A,79 000 DT,133 000 KM,03.2021,Diesel,Manuelle,7 CV,Traction,Utilitaire,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/e-tron/116779,Audi E-tron,50 Quattro 230 kwh 313 cv,170 000 DT,55 000 KM,12.2019,Electrique,Automatique,12 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/116753,Mercedes-Benz Classe C AMG,180 1.5 i 16V 9G-TRONIC 156 cv Boîte auto,155 000 DT,55 000 KM,08.2020,Essence,Automatique,8 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/jeep/renegade/116751,Jeep Renegade Longitude,1.4 Turbo  4x2 140 cv,70 000 DT,105 000 KM,06.2020,Essence,Manuelle,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/208/116594,Peugeot 208,1.2 VTi 12V 82 cv,31 500 DT,113 000 KM,09.2017,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h6/116593,GWM Haval H6,1.5 T 327 HEV 150cv boite auto,139 000 DT,23 000 KM,04.2024,Hybride essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/polo/116540,Volkswagen Polo Passion,1.0 i 12V 75 cv,43 000 DT,93 000 KM,04.2019,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/caddy/116450,Volkswagen Caddy,1.6 TDI 16V 102 cv,37 000 DT,202 000 KM,11.2017,Diesel,Manuelle,5 CV,Traction,Utilitaire,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/kadjar/116415,Renault Kadjar Intens,Tce 130 cv Boite Auto,49 500 DT,213 000 KM,04.2018,Essence,Automatique,7 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-5/116324,BMW Série 5 Pack M,520d 2.0 d 16V 150 cv,57 500 DT,224 000 KM,05.2008,Diesel,Manuelle,10 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/116323,KIA Sportage SX,N/A,136 500 DT,39 000 KM,08.2023,Essence,Automatique,10 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/eqb/116194,Mercedes-Benz EQB,250 190 cv Boîte auto,185 000 DT,9 000 KM,11.2023,Electrique,Automatique,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/jaguar/xf/116155,Jaguar XF Pure,2.0 D 16V 180 cv Boîte auto,148 000 DT,108 000 KM,03.2018,Diesel,Automatique,9 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/116117,Volkswagen Tiguan,2.0 TDi 16V DPF 4Motion DSG7 140 cv Boîte auto,64 000 DT,220 000 KM,10.2013,Diesel,Automatique,9 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/stonic/116030,KIA Stonic GT-Line,1.0 T-GDi 12V GPF mHEV DCT7 ISG 120 cv Boîte auto,79 000 DT,56 000 KM,06.2021,Hybride léger essence,Automatique,6 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/116001,Mercedes-Benz Classe C,200 CDi 2.1 CDI 16V 7G-TRONIC BlueTEC 136 cv Boîte auto,110 000 DT,87 000 KM,05.2018,Diesel,Automatique,7 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/porsche/panamera/116000,Porsche Panamera,3.6 i V6 24V PDK 300 cv Boîte auto,130 000 DT,151 000 KM,05.2013,Essence,Automatique,20 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/clio/115951,Renault Clio Life Plus,0.9 TCe 12V Energy S&S 90 cv,43 000 DT,89 000 KM,08.2021,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/115948,Mercedes-Benz Classe C,N/A,107 000 DT,98 000 KM,12.2016,Diesel,Automatique,6 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/rio-5p/115902,KIA Rio 5p Prestige,N/A,59 000 DT,80 000 KM,11.2020,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/koleos/115897,Renault Koleos,2.0 dCi 16V FAP 4x2 150 cv Boîte auto,29 500 DT,200 000 KM,02.2010,Diesel,Automatique,10 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/passat/115859,Volkswagen Passat,1.6 TDI 16V FAP Bluemotion 105 cv,43 500 DT,287 000 KM,04.2011,Diesel,Manuelle,5 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/x5/115858,BMW X5 Pack M,4.4 i V8 32V 575 cv Boîte auto,297 000 DT,70 000 KM,06.2016,Essence,Automatique,plus de 48 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/115738,Mercedes-Benz Classe C,200 CDi 2.1 CDI 16V 136 cv Boîte auto,37 000 DT,404 000 KM,01.2008,Diesel,Automatique,8 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/115714,Mercedes-Benz Classe A AMG,180 d 1.5 d 8V 7G-DCT 116 cv Boîte auto,115 000 DT,145 000 KM,06.2019,Diesel,Automatique,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/115670,Volkswagen Tiguan,2.0 TDi 16V 110 cv,94 000 DT,120 000 KM,04.2018,Diesel,Manuelle,6 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mazda/cx-5/115633,Mazda CX-5,Skyactiv-G 2.0 i 16V AWD 160 cv Boîte auto,54 000 DT,134 000 KM,01.2014,Essence,Automatique,9 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-8/115632,Volkswagen Golf 8,N/A,78 000 DT,105 000 KM,09.2020,Essence,Manuelle,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/115631,KIA Sportage GT-Line,N/A,90 000 DT,81 000 KM,03.2019,Diesel,Automatique,7 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/c3/115629,Citroën C3 Shine,1.2 VTi PureTech 12V 82 cv,35 900 DT,172 000 KM,10.2018,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mazda/bt-50/115628,Mazda BT-50 Double cabine MID,N/A,57 000 DT,248 000 KM,12.2014,Diesel,Manuelle,9 CV,Intégrale,Pick up,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/ssangyong/tivoli/115577,Ssangyong Tivoli Classic,160 1.6 e-XGi 16V 2WD 128 cv,51 500 DT,141 000 KM,03.2019,Essence,Manuelle,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/chevrolet/camaro/115556,Chevrolet Camaro,3.6 i V6 316 cv,130 000 DT,135 000 KM,03.2015,Essence,Manuelle,21 CV,Traction,Coupé,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/fiat/500/115510,Fiat 500,1.2 MPi 8V 69 cv,49 500 DT,39 000 KM,03.2017,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/x5/115507,BMW X5,30d xDrive 3.0 d 24V 211 cv Boîte auto,55 000 DT,362 000 KM,09.2007,Diesel,Automatique,15 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-7/115427,Volkswagen Golf 7 Access,1.2 TSI 16V DSG7 110 cv Boîte auto,63 000 DT,117 000 KM,05.2019,Essence,Automatique,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/megane-sedan/115426,Renault Megane Sedan,GrandCoupe 1.2 TCe 16V 130 cv,44 000 DT,123 000 KM,12.2019,Essence,Manuelle,7 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/accent/115255,Hyundai Accent,N/A,69 900 DT,45 000 KM,02.2023,Essence,Manuelle,6 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h6/115196,GWM Haval H6,1.5 T 150cv boite auto,110 000 DT,22 000 KM,07.2022,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/115192,Mercedes-Benz Classe A,180 Turbo 1.6 i 16V Turbo 7G-DCT 122 cv Boîte auto,54 000 DT,220 000 KM,03.2013,Essence,Automatique,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/fiat/fiorino/115190,Fiat Fiorino,1.3 MJTD 16V Fourgon 75 cv,61 000 DT,47 000 KM,10.2023,Diesel,Manuelle,5 CV,Traction,Utilitaire,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/prado/115103,Toyota Prado,N/A,190 000 DT,75 000 KM,02.2014,Essence,Manuelle,11 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/stonic/115045,KIA Stonic,N/A,69 000 DT,91 000 KM,11.2021,Hybride léger essence,Manuelle,6 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/115044,Mercedes-Benz Classe C,220 CDi 2.1 CDI 16V 170 cv Boîte auto,49 000 DT,414 000 KM,12.2008,Diesel,Automatique,10 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/veloster/114972,Hyundai Veloster,1.6 MPI Coupé 16V 132 cv Boîte auto,42 000 DT,158 000 KM,07.2017,Essence,Automatique,8 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/jaguar/f-pace/114638,Jaguar F-Pace Pure,2.0 D AWD 16V 180 cv Boîte auto,139 000 DT,200 000 KM,10.2016,Diesel,Automatique,10 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/114637,Land Rover Range Rover Evoque Pure,2.2 TD4 16V DPF 4WD BVA6 150 cv Boîte auto,89 000 DT,144 000 KM,03.2017,Diesel,Automatique,8 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/rcz/114507,Peugeot RCZ,1.6 THP 16V 156 cv,39 900 DT,92 000 KM,07.2011,Essence,Manuelle,9 CV,Traction,Coupé,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/jeep/compass/114440,Jeep Compass S MODEL,1.3 16V Turbo MultiAir 2WD DCT6 S&S 150 cv Boîte auto,145 000 DT,37 000 KM,05.2023,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mg/zs/114395,MG ZS Luxe,1.5 L 114 cv Boîte auto,49 500 DT,159 000 KM,12.2018,Essence,Automatique,7 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/114393,Land Rover Range Rover Evoque Prestige,2.2 SD4 16V DPF 4WD BVA6 190 cv Boîte auto,119 000 DT,154 000 KM,06.2016,Diesel,Automatique,11 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/114392,KIA Sportage,1.6 GDi CVVT 16V 4x2 132 cv Boite Auto,65 000 DT,181 000 KM,07.2018,Essence,Automatique,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-x/114389,Mercedes-Benz Classe X,250 d 2.3 d 4MATIC double cabine 16V 7G-DCT 190 cv Boîte auto,155 000 DT,152 000 KM,02.2019,Diesel,Automatique,8 CV,Intégrale,Pick up,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/jeep/compass/114381,Jeep Compass,N/A,53 900 DT,147 000 KM,08.2011,Diesel,Manuelle,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/rifter/114359,Peugeot Rifter,N/A,82 000 DT,195 000 KM,12.2020,Diesel,Manuelle,5 CV,Traction,Monospace,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/fiat/tipo-berline/114357,Fiat Tipo Berline Entry Plus,N/A,59 500 DT,26 000 KM,10.2022,Essence,Manuelle,5 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/jumpy-fourgon/114341,Citroën Jumpy Fourgon,N/A,64 000 DT,123 000 KM,01.2022,Diesel,Manuelle,7 CV,Traction,Utilitaire,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/114215,KIA Sportage,1.6 GDi CVVT 16V 4x2 132 cv Boite Auto,85 000 DT,85 000 KM,01.2019,Essence,Automatique,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-7/114214,Volkswagen Golf 7 Smartline,1.2 TSI 16V DSG7 110 cv Boîte auto,65 000 DT,134 000 KM,09.2018,Essence,Automatique,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mg/gs/114213,MG GS Luxe,1.5T AWD 170 cv Boîte auto,54 000 DT,202 000 KM,08.2017,Essence,Automatique,9 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/ford/ranger/114140,Ford Ranger Double Cabine XLT,N/A,92 500 DT,230 000 KM,10.2013,Diesel,Manuelle,7 CV,Intégrale,Pick up,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/passat/114134,Volkswagen Passat R-Line DSG,1.4 l TSI 150 150 cv Boîte auto,89 000 DT,190 000 KM,01.2021,Essence,Automatique,8 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/a6/114133,Audi A6,N/A,42 000 DT,204 000 KM,05.2009,Essence,Automatique,11 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-4-coupe/114129,BMW Série 4 Coupé Confort Luxury Line,N/A,73 000 DT,178 000 KM,07.2014,Essence,Automatique,10 CV,Propulsion,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/113965,Mercedes-Benz Classe C Business Advanced,180 CGI 1.6 16V 156 cv,69 900 DT,158 000 KM,07.2014,Essence,Manuelle,8 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/megane/113768,Renault Megane 3,1.5 dCi 110 cv,32 000 DT,309 000 KM,12.2009,Diesel,Manuelle,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/113726,Mercedes-Benz Classe C,180 1.6 i 16V 9G-TRONIC 156 cv Boîte auto,94 000 DT,164 000 KM,11.2017,Essence,Automatique,8 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/113627,BMW Série 1,116i 1.5 i 12V 109 cv,72 000 DT,112 000 KM,11.2018,Essence,Manuelle,7 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/seat/arona/113425,Seat Arona Xperience,1.0 TSI 116 cv Boîte auto,79 500 DT,90 000 KM,02.2023,Essence,Automatique,6 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/geely/gx3/113297,Geely GX3,1.5 L CVT 107 cv Boîte auto,55 000 DT,57 000 KM,09.2021,Essence,Automatique,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-7/113296,Volkswagen Golf 7,1.2 TSI 16V DSG7 110 cv Boîte auto,61 000 DT,175 000 KM,03.2019,Essence,Automatique,6 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/c5/113282,Citroën C5,N/A,31 500 DT,226 000 KM,06.2012,Diesel,Manuelle,6 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/113281,Mercedes-Benz Classe C,N/A,145 000 DT,76 000 KM,06.2017,Essence,Automatique,15 CV,Intégrale,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/113227,KIA Sportage GT-Line,2 l Diesel 178 cv Boîte auto,87 000 DT,268 000 KM,04.2017,Diesel,Automatique,10 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/ds5/113191,Citroën DS5,1.6 e-HDi FAP 16V BMP6 (boîte pilotée) S&S 112 cv,48 500 DT,263 000 KM,12.2013,Diesel,Automatique,6 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/ford/focus/113128,Ford Focus Titanium,1.0 SCTi 12V EcoBoost Powershift S&S 125 cv Boîte auto,50 000 DT,132 000 KM,12.2018,Essence,Automatique,7 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/hummer/h3/113125,Hummer H3,3.7 4WD 245 cv Boîte Auto,100 000 DT,96 000 KM,06.2007,Essence,Automatique,19 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/jeep/renegade/113124,Jeep Renegade Longitude,1.4 Turbo  4x2 140 cv Boîte auto,64 000 DT,150 000 KM,11.2019,Essence,Automatique,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/partner/112953,Peugeot Partner,N/A,42 000 DT,261 000 KM,05.2021,Diesel,Manuelle,5 CV,Traction,Utilitaire,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/porsche/cayenne/112885,Porsche Cayenne,N/A,129 900 DT,236 000 KM,12.2012,Essence,Automatique,21 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/chevrolet/cruze/112615,Chevrolet Cruze LT,1.6 i 16V 109 cv,36 000 DT,150 000 KM,03.2018,Essence,Manuelle,7 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/c3/112411,Citroën C3 Shine,N/A,44 000 DT,69 000 KM,08.2019,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/defender/112385,Land Rover Defender 110,N/A,185 000 DT,70 000 KM,02.2015,Diesel,Manuelle,10 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q5/112285,Audi Q5,N/A,59 000 DT,230 000 KM,06.2014,Essence,Manuelle,14 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/porsche/cayenne/112284,Porsche Cayenne,N/A,155 000 DT,90 000 KM,06.2012,Essence,Automatique,21 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/112214,Mercedes-Benz Classe E Avantgarde,200 2.0 CGI 16V 7G-TRONIC+ 184 cv Boîte auto,79 000 DT,210 000 KM,09.2014,Essence,Automatique,10 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/112156,KIA Sportage GT-Line,N/A,92 000 DT,173 000 KM,03.2019,Diesel,Automatique,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/nissan/navara/112151,Nissan Navara Double Cabine,N/A,195 000 DT,22 000 KM,01.2022,Diesel,Automatique,8 CV,Traction,Pick up,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/308/111944,Peugeot 308,N/A,38 000 DT,184 000 KM,05.2017,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/defender/111943,Land Rover Defender 110,N/A,320 000 DT,97 000 KM,11.2020,Diesel,Automatique,12 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/111888,KIA Sportage,1.6 GDi CVVT 16V 4x2 132 cv Boite Auto,84 900 DT,95 000 KM,01.2020,Essence,Automatique,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/111719,Volkswagen Tiguan,N/A,108 000 DT,124 000 KM,06.2018,Diesel,Manuelle,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/c4-cactus/111574,Citroën C4 Cactus Feel,1.2 VTi 12V 82 cv,37 000 DT,148 000 KM,08.2016,Essence,Manuelle,5 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q5/111490,Audi Q5,N/A,45 000 DT,194 000 KM,08.2009,Essence,Automatique,13 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/111156,KIA Sportage,2.0 CRDi 4x4 177 cv Boîte auto,46 000 DT,405 000 KM,07.2013,Diesel,Automatique,11 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/111037,Land Rover Range Rover Sport,N/A,160 000 DT,164 000 KM,04.2016,Diesel,Automatique,16 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/skoda/octavia/110898,Skoda Octavia Ambition,1.4 TSI 16V DSG7 150 cv Boîte auto,41 500 DT,135 000 KM,05.2015,Essence,Automatique,7 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/110896,Mercedes-Benz Classe C,180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto,209 000 DT,41 000 KM,08.2023,Hybride léger essence,Automatique,9 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mg/hs/110801,MG HS Luxury,1.5 162 cv Boîte auto,79 000 DT,110 000 KM,02.2021,Essence,Automatique,10 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/byd/song/110798,BYD Song,1.5T DCT 143 cv Boîte auto,84 000 DT,45 000 KM,07.2022,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mazda/cx-3/110760,Mazda CX-3,N/A,85 000 DT,82 000 KM,07.2018,Essence,Automatique,9 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/tucson/110702,Hyundai Tucson,1.6 CRDi 16V Mild Hybrid 2WD DCT7 S&S 136 cv Boîte auto,105 000 DT,113 000 KM,10.2021,Hybride léger diesel,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
