URL,Modèle,Description,Prix,Kilométrage,Mise en circulation,Énergie,Boîte de vitesse,Puissance fiscale,Transmission,Carrosserie,État général,Anciens propriétaires,Date annonce
https://www.automobile.tn/fr/occasion/porsche/cayenne/107279,Porsche Cayenne,3.6 DFI V6 24V Tiptronic S 300 cv Boîte auto,122 000 DT,195 000 KM,07.2012,Essence,Automatique,21 CV,Propulsion,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/virtus/118113,Volkswagen Virtus Confortline,1.0 TSI 116 cv boite auto,73 000 DT,10 000 KM,09.2023,Essence,Automatique,7 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/seat/leon/120794,Seat Leon Dynamic,1.4 TSI 150 cv Boîte auto,83 000 DT,59 000 KM,05.2021,Essence,Automatique,8 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/120791,Mercedes-Benz GLE Coupé AMG,350 d 3.0 d V6 24V 4MATIC 9G-TRONIC 258 cv Boîte auto,225 000 DT,127 000 KM,06.2016,Diesel,Automatique,16 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/120793,Land Rover Range Rover Sport Autobiography,3.0 TDV6 24V 258 cv Boîte auto,249 000 DT,75 000 KM,10.2018,Diesel,Automatique,16 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/120697,Land Rover Range Rover Sport Autobiography,P400e 2.0 16V 404 Hybrid 300 cv Boîte auto,249 000 DT,104 000 KM,09.2019,Hybride rechargeable essence,Automatique,19 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mg/zs/119331,MG ZS Luxe,1.5 L 114 cv Boîte auto,55 500 DT,124 000 KM,06.2019,Essence,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/120695,Mercedes-Benz Classe C Avantgarde,180 CGI 1.6 16V 7G-TRONIC+ 156 cv Boîte auto,69 000 DT,200 000 KM,01.2015,Essence,Automatique,8 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/120609,Mercedes-Benz Classe E AMG,200 2.0 CGI 16V 7G-TRONIC+ 184 cv Boîte auto,89 000 DT,199 000 KM,08.2013,Essence,Automatique,10 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/x6/114504,BMW X6,30d xDrive 3.0 d 24V 235 cv Boîte auto,109 000 DT,195 000 KM,07.2011,Diesel,Automatique,15 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/touareg/114230,Volkswagen Touareg Pack Luxe,3.0 TDi V6 24V FAP blue motion Terrain Tech Tiptronic 245 cv Boîte auto,145 000 DT,108 000 KM,05.2015,Diesel,Automatique,16 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gla/120379,Mercedes-Benz GLA AMG,200 1.6 i 16V Turbo 7G-DCT 156 cv Boîte auto,95 000 DT,125 000 KM,05.2016,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/cupra/formentor/119165,Cupra Formentor Exclusive,2.0 TSI 16V DSG 7 190 cv Boîte auto,125 000 DT,44 000 KM,02.2024,Essence,Automatique,11 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/jeep/grand-cherokee/109290,Jeep Grand Cherokee Limited,3.6 V6 24V Flexfuel 4WD 286 cv Boîte auto,220 000 DT,54 000 KM,06.2021,Essence,Automatique,20 CV,Intégrale,SUV,,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/jaguar/xf/112085,Jaguar XF Luxe,2.0 Ti 16V 240 cv Boîte auto,120 000 DT,42 000 KM,12.2017,Essence,Automatique,16 CV,Traction,Berline,,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e-coupe/119296,Mercedes-Benz Classe E coupé AMG,200 2.0 i 16V 184 cv Boîte auto,75 000 DT,230 000 KM,06.2014,Essence,Automatique,10 CV,Traction,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/porsche/cayenne/114890,Porsche Cayenne,4.2 TDi V8 AWD 32V Tiptronic S 385 cv Boîte auto,185 000 DT,210 000 KM,01.2013,Diesel,Automatique,28 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/discovery-sport/118596,Land Rover Discovery Sport Pure,2.0 TD4 16V 4x4 5PL 180 cv Boîte auto,99 000 DT,110 000 KM,09.2017,Diesel,Automatique,8 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/117896,Mercedes-Benz Classe C AMG,180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto,195 000 DT,23 000 KM,05.2022,Hybride léger essence,Automatique,9 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/117460,Mercedes-Benz Classe C AMG +,200 CDi 1.6 CDI 16V 7G-TRONIC BlueTEC 136 cv Boîte auto,130 000 DT,105 000 KM,03.2021,Diesel,Automatique,8 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/cls/119068,Mercedes-Benz CLS AMG,250 CDi 2.1 CDI 16V DPF 4MATIC 7G-TRONIC BlueTEC 204 cv Boîte auto,155 000 DT,66 000 KM,12.2015,Diesel,Automatique,11 CV,Intégrale,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/119516,Land Rover Range Rover Evoque Dynamic,2.2 SD4 16V DPF 4WD BVA6 190 cv Boîte auto,77 000 DT,162 000 KM,05.2012,Diesel,Automatique,9 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-s/115361,Mercedes-Benz Classe S Limousine,500 5.5 i V8 32V 7G-TRONIC 388 cv Boîte auto,69 000 DT,212 000 KM,06.2008,Essence,Automatique,29 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/smart/fortwo/120005,Smart ForTwo Passion,0.9 TI 12V Cabriolet twinamic S&S 90 cv Boîte auto,45 000 DT,44 000 KM,10.2016,Essence,Automatique,4 CV,Traction,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/jaguar/f-type/119831,Jaguar F-Type RDYNAMIC,2.0 GPF Turbo 16V Automatic 300 cv Boîte auto,245 000 DT,12 000 KM,10.2017,Essence,Automatique,19 CV,Traction,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/120318,KIA Sportage GT-Line,1.6 CRDi 16V Eco-Dynamics+ 4x2 DCT7 136 cv Boîte auto,83 000 DT,134 000 KM,12.2019,Diesel,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/cle-coupe/117487,Mercedes-Benz CLE Coupé AMG +,N/A,316 200 DT,15 000 KM,08.2024,Essence,Automatique,12 CV,Propulsion,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volvo/xc40/113585,Volvo XC40 Black Edition,B3 2.0 16V Mild-Hybrid DKG7 163 cv Boîte auto,179 720 DT,4 000 KM,11.2024,Hybride léger essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/jumpy-combi/118197,Citroën Jumpy Combi,M 1.5 Blue HDi 16V FAP Combi moyen 102 cv,79 000 DT,160 000 KM,05.2020,Diesel,Manuelle,6 CV,Traction,Monospace,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/120325,Mercedes-Benz Classe A AMG,180 1.3 Ti 16V 7G-DCT 136 cv Boîte auto,128 000 DT,63 000 KM,05.2022,Essence,Automatique,7 CV,Intégrale,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-3/116122,BMW Série 3 Access,316i 1.6 16V 136 cv Boîte auto,57 000 DT,265 000 KM,05.2014,Essence,Automatique,7 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/accent/118889,Hyundai Accent,N/A,65 000 DT,68 000 KM,05.2022,Essence,Automatique,6 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h6/119915,GWM Haval H6 Luxury,1.5 T 143cv boite auto,79 000 DT,96 000 KM,04.2021,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/110337,Mercedes-Benz Classe C AMG,180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto,185 000 DT,38 000 KM,07.2021,Hybride léger essence,Automatique,10 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/rio-5p/120313,KIA Rio 5p GT-Line,1.2 i-CVVT 16V ISG 84 cv,73 000 DT,10 000 KM,05.2022,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/picanto/120080,KIA Picanto LX,1.2 DPI 16V BVR5 ISG 84 cv Boîte auto,49 000 DT,31 000 KM,08.2021,Essence,Automatique,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/seat/ibiza/119356,Seat Ibiza Populaire,1.0 i 12V 75 cv,49 000 DT,43 000 KM,07.2018,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/chery/arrizo-5/120199,Chery Arrizo 5 Luxury,1.5 L CVT 115 cv Boîte auto,79 500 DT,37 657 KM,02.2025,Essence,Automatique,7 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-8/118210,Volkswagen Golf 8 Life,1.4 L TSI 150 cv Boîte auto,112 000 DT,42 000 KM,01.2023,Essence,Automatique,8 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/partner/118587,Peugeot Partner,L1 1.5 BlueHDi 16V FAP 100 cv,47 500 DT,150 000 KM,05.2021,Diesel,Manuelle,5 CV,Traction,Utilitaire,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/119728,Mercedes-Benz GLE Coupé AMG,43 AMG 3.0 Ti V6 24V 4MATIC 9G-TRONIC 390 cv Boîte auto,310 000 DT,40 000 KM,12.2017,Essence,Automatique,26 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/120869,Mercedes-Benz Classe A AMG,180 d 1.5 d 8V 7G-DCT 116 cv Boîte auto,98 000 DT,121 000 KM,05.2019,Diesel,Automatique,7 CV,Intégrale,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/x5/107786,BMW X5 Confort xLine,25d xDrive 2.0 d 16V Steptronic8 231 cv Boîte auto,265 000 DT,112 000 KM,08.2020,Diesel,Automatique,14 CV,Intégrale,SUV,,,29.11.2025
https://www.automobile.tn/fr/occasion/kia/ceed/106747,KIA Cee'd,1.4 i 16V 100 cv,52 000 DT,178 000 KM,01.2019,Essence,Manuelle,6 CV,Traction,Compacte,,,29.11.2025
https://www.automobile.tn/fr/occasion/renault/clio/110176,Renault Clio Life Plus,0.9 TCe 12V Energy S&S 90 cv,48 500 DT,95 000 KM,03.2022,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/porsche/cayenne/118441,Porsche Cayenne,3.6 DFI V6 SUV 290cv Tiptronic S Boîte auto,67 000 DT,214 000 KM,05.2009,Essence,Automatique,21 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/nissan/juke/118268,Nissan Juke Tekna,1.0 DIG-T 12V 7DCT 117 cv Boîte auto,78 000 DT,84 000 KM,05.2022,Essence,Automatique,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/suzuki/ciaz/120327,Suzuki Ciaz GLX,1.5 L 105 cv Boîte auto,47 000 DT,112 000 KM,05.2020,Essence,Automatique,6 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/agya/118806,Toyota Agya,1.2 L VVTi 87 cv Boîte auto,39 800 DT,60 000 KM,05.2023,Essence,Automatique,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/rio-5p/118229,KIA Rio 5p GT-Line,1.2 i-CVVT 16V ISG 84 cv,61 000 DT,61 000 KM,05.2022,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/rio-5p/119609,KIA Rio 5p Prestige,1.2 i-CVVT 16V ISG 84 cv,51 000 DT,93 000 KM,05.2022,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/308/119267,Peugeot 308,1.5 Blue HDi S&S 102 cv,53 000 DT,136 000 KM,06.2021,Diesel,Manuelle,6 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/120088,BMW Série 1 Business Line,118i 1.5 i 12V DCT7 140 cv Boîte Auto,84 000 DT,124 000 KM,07.2020,Essence,Automatique,8 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h6/120019,GWM Haval H6 Luxury,1.5 T 143cv boite auto,68 000 DT,103 000 KM,11.2021,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/3008/120076,Peugeot 3008 GT-Line,1.6 THP 16V EAT6 S&S 180 cv Boîte auto,91 000 DT,24 500 KM,09.2020,Essence,Automatique,9 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-2-gran-coupe/120709,BMW Série 2 Gran Coupé Sport Line Collection,218i 1.5 i 12V Steptronic7 140 cv Boîte auto,106 900 DT,59 000 KM,11.2021,Essence,Automatique,8 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/2008/119041,Peugeot 2008 Allure Toit Cielo,1.2 VTi 12V 82 cv,42 500 DT,160 000 KM,11.2016,Essence,Manuelle,5 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/hilux/120853,Toyota Hilux Double Cabine Double Cabine Premium,2.4 D-4D 16V DPF Pickup double cabine AWD 150 cv Boîte auto,140 000 DT,120 000 KM,11.2018,Diesel,Automatique,8 CV,Intégrale,Pick up,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-3/120796,BMW Série 3 Access,316i 1.6 16V 136 cv,52 500 DT,174 000 KM,04.2014,Essence,Manuelle,7 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/307/120776,Peugeot 307,1.4 i 16V 90cv,25 000 DT,143 000 KM,11.2006,Essence,Manuelle,6 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-6/120766,Volkswagen Golf 6 Team,1.4 i 16V 80 cv,39 000 DT,268 000 KM,06.2014,Essence,Manuelle,5 CV,Traction,Compacte,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/kwid-outsider/120761,Renault Kwid Outsider,1.0 L 64 cv,34 500 DT,77 000 KM,12.2022,Essence,Manuelle,4 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/dacia/sandero-stepway/120760,Dacia Sandero Stepway,1.0 L 100 cv Boîte auto,53 000 DT,127 000 KM,11.2022,Essence,Automatique,5 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/508/120750,Peugeot 508 GT Line,N/A,75 900 DT,149 000 KM,09.2019,Essence,Automatique,8 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/amg-gt/120747,Mercedes-Benz AMG GT,43 3.0 Ti 24V EQ Boost 367 cv Boîte auto,449 000 DT,57 000 KM,02.2021,Hybride léger essence,Automatique,24 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/120744,Land Rover Range Rover Sport HSE Dynamic,2.7 TDV6 24V 190 cv Boîte auto,68 000 DT,228 000 KM,01.2009,Diesel,Automatique,13 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/passat-cc/120725,Volkswagen Passat CC,2.0 TDI 16V FAP BlueMotion DSG (6 rapports) 170 cv Boîte auto,48 000 DT,384 000 KM,01.2011,Diesel,Automatique,8 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/skoda/yeti/120723,Skoda Yeti Ambition,1.6 i 16V 110 cv Boîte auto,45 000 DT,224 000 KM,03.2016,Essence,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/a3-berline/120722,Audi A3 Berline Design,1.2 TSI 16V S-Tronic7 S&S 110 cv Boîte auto,72 000 DT,154 000 KM,03.2018,Essence,Automatique,6 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/isuzu/mu-x/120716,Isuzu Mu-x,N/A,145 000 DT,38 000 KM,03.2017,Diesel,Automatique,8 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/berlingo-van/120712,Citroën Berlingo Van Business,N/A,44 000 DT,84 000 KM,07.2020,Diesel,Manuelle,5 CV,Traction,Utilitaire,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/mahindra/kuv-100/120711,Mahindra KUV 100 K6+,1.2 82cv,30 000 DT,76 000 KM,06.2022,Essence,Manuelle,5 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/dacia/logan-mcv/120710,Dacia Logan MCV,1.5 dCi 65cv,30 000 DT,161 000 KM,08.2012,Diesel,Manuelle,4 CV,Traction,Monospace,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/fiat/grande-punto/120595,Fiat Grande Punto EVO,1.2 i 65 cv,24 500 DT,208 000 KM,03.2011,Essence,Manuelle,4 CV,Traction,Citadine,Normal,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-3/120594,BMW Série 3 Pack M,316i 1.6 16V 136 cv Boîte auto,62 000 DT,214 000 KM,06.2015,Essence,Automatique,7 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-6/120593,Volkswagen Golf 6 Trend,1.4 i 16V 80 cv,39 900 DT,263 000 KM,11.2010,Essence,Manuelle,5 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/seat/ibiza/120555,Seat Ibiza Style,1.0 i 12V 75 cv,48 500 DT,91 000 KM,09.2020,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/rio/120554,KIA Rio Berline SX,1.4 i-CVVT 16V 100 cv Boîte auto,49 900 DT,90 000 KM,07.2019,Essence,Automatique,6 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/picanto/120553,KIA Picanto LX,1.2 DPI 16V BVR5 ISG 84 cv Boîte auto,41 500 DT,108 000 KM,09.2021,Essence,Automatique,4 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/rio/120534,KIA Rio Berline EX,1.4 L 100 cv,41 900 DT,160 000 KM,07.2020,Essence,Manuelle,6 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/120532,KIA Sportage EX,1.6 GDi CVVT 16V 4x2 132 cv Boite Auto,71 900 DT,103 000 KM,06.2017,Essence,Automatique,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/isuzu/d-max/120530,Isuzu D-Max Simple Cabine,N/A,63 000 DT,176 000 KM,03.2019,Diesel,Manuelle,8 CV,Propulsion,Pick up,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/megane-coupe/120529,Renault Megane coupé,1.6 i 16V 110 cv,32 000 DT,116 000 KM,08.2010,Essence,Manuelle,7 CV,Traction,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q3-sportback/120526,Audi Q3 Sportback S-Line,35 1.5 TFSI 16V GPF 150 cv,125 000 DT,98 000 KM,12.2020,Essence,Manuelle,8 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/polo/120525,Volkswagen Polo Ambition,1.0 i 12V 75 cv,43 000 DT,88 000 KM,12.2021,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/120524,KIA Sportage,2.0 CRDi 4x4 177 cv Boîte auto,44 500 DT,275 000 KM,06.2013,Diesel,Automatique,11 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/passat/120465,Volkswagen Passat Confortline,1.6 TDI 16V FAP Bluemotion 105 cv,48 500 DT,239 000 KM,06.2013,Diesel,Manuelle,5 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/208/120461,Peugeot 208 Active,1.2 PureTech 12V S&S 75 cv,35 000 DT,200 000 KM,05.2021,Essence,Manuelle,5 CV,Traction,Citadine,Normal,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/poer/120460,GWM Poer MT,2.0 L Diesel 4x4 163 cv,88 000 DT,100 000 KM,03.2023,Diesel,Manuelle,11 CV,Intégrale,Pick up,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/skoda/superb/120458,Skoda Superb Ambassador,1.4 TSI 16V DSG7 150 cv Boîte auto,98 000 DT,85 000 KM,06.2022,Essence,Automatique,8 CV,Traction,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/chevrolet/captiva/120456,Chevrolet Captiva 7 places,1.5 Turbo CVT 147 cv Boîte auto,87 000 DT,23 000 KM,12.2023,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/x5/120455,BMW X5,N/A,75 000 DT,211 000 KM,10.2010,Essence,Automatique,19 CV,Intégrale,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/nissan/micra/120454,Nissan Micra Acenta,1.2 i 12V 80 cv,27 900 DT,143 000 KM,05.2017,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/208/120452,Peugeot 208 Populaire,1.2 PureTech 12V S&S 75 cv,40 500 DT,45 000 KM,08.2023,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
