Prix,Marque,Modele,Age,Kilometrage,Energie,Boite_Vitesses,Puissance_Fiscale
29000.0,Kia,Rio,11,8618,Essence,Manuelle,5
34000.0,Kia,Rio,11,16545,Essence,Manuelle,5
32000.0,Kia,Rio,10,17100,Essence,Manuelle,5
29500.0,Kia,Rio,10,9480,Essence,Manuelle,6
32800.0,Kia,Rio,10,18500,Essence,Manuelle,5
33500.0,Kia,Rio,10,22800,Essence,Manuelle,5
38900.0,Kia,Rio,10,9480,Essence,Manuelle,5
37500.0,Kia,Rio,9,14444,Essence,Manuelle,5
38500.0,Kia,Rio,9,12888,Essence,Manuelle,5
40800.0,Kia,Rio,9,13666,Essence,Manuelle,5
38000.0,Kia,Rio,9,18438,Essence,Manuelle,5
37500.0,Kia,Rio,9,17777,Essence,Manuelle,5
42000.0,Kia,Rio,9,22777,Essence,Manuelle,5
40000.0,Kia,Rio,8,17931,Essence,Manuelle,5
40000.0,Kia,Rio,8,17500,Essence,Manuelle,5
33000.0,Kia,Rio,8,11850,Essence,Manuelle,6
38500.0,Kia,Rio,8,16250,Essence,Manuelle,5
39000.0,Kia,Rio,8,14375,Essence,Manuelle,5
35000.0,Kia,Rio,8,22125,Essence,Manuelle,5
41000.0,Kia,Rio,8,15375,Essence,Manuelle,5
36000.0,Kia,Rio,8,20500,Essence,Manuelle,5
36000.0,Kia,Rio,8,22875,Essence,Manuelle,5
39400.0,Kia,Rio,8,11850,Essence,Manuelle,5
43000.0,Kia,Rio,7,15000,Essence,Manuelle,5
39500.0,Kia,Rio,7,31571,Essence,Manuelle,5
41000.0,Kia,Rio,7,22142,Essence,Manuelle,5
38500.0,Kia,Rio,7,13542,Essence,Manuelle,5
39900.0,Kia,Rio,7,14285,Essence,Manuelle,5
38500.0,Kia,Rio,7,13542,Essence,Manuelle,5
41000.0,Kia,Rio,7,17857,Essence,Manuelle,5
39500.0,Kia,Rio,7,17857,Essence,Manuelle,5
39900.0,Kia,Rio,7,14285,Essence,Manuelle,5
35500.0,Kia,Rio,7,21285,Essence,Manuelle,5
37000.0,Kia,Rio,7,13542,Essence,Manuelle,4
36500.0,Kia,Rio,6,17166,Essence,Manuelle,5
49500.0,Kia,Rio,6,17233,Essence,Manuelle,5
48800.0,Kia,Rio,6,20000,Essence,Manuelle,5
49000.0,Kia,Rio,6,26666,Essence,Manuelle,5
47000.0,Kia,Rio,6,20000,Essence,Manuelle,5
52000.0,Kia,Rio,5,18960,Essence,Manuelle,5
48000.0,Kia,Rio,5,30000,Essence,Manuelle,5
55000.0,Kia,Rio,5,18960,Essence,Automatique,6
42000.0,Kia,Rio,5,29400,Essence,Manuelle,5
53000.0,Kia,Rio,5,18960,Essence,Manuelle,5
11111.0,Kia,Rio,5,21800,Essence,Manuelle,5
54000.0,Kia,Rio,5,21200,Essence,Manuelle,5
123000.0,Kia,Rio,5,18960,Essence,Manuelle,5
54000.0,Kia,Rio,4,23700,Essence,Automatique,5
56000.0,Kia,Rio,4,14750,Essence,Manuelle,5
58500.0,Kia,Rio,4,9000,Essence,Manuelle,5
123000.0,Kia,Rio,4,23700,Essence,Manuelle,5
46500.0,Kia,Rio,4,19000,Essence,Manuelle,5
53000.0,Kia,Rio,4,24500,Essence,Automatique,5
56500.0,Kia,Rio,4,12500,Essence,Manuelle,5
46000.0,Kia,Rio,4,26250,Essence,Manuelle,5
49300.0,Kia,Rio,4,35000,Essence,Manuelle,5
55000.0,Kia,Rio,4,22384,Essence,Manuelle,5
58500.0,Kia,Rio,4,23700,Essence,Manuelle,5
70000.0,Kia,Rio,3,18333,Essence,Manuelle,5
63500.0,Kia,Rio,3,20000,Essence,Manuelle,4
63500.0,Kia,Rio,3,12666,Essence,Manuelle,5
63500.0,Kia,Rio,3,21000,Essence,Manuelle,5
56000.0,Kia,Rio,3,21000,Essence,Manuelle,4
65000.0,Kia,Rio,3,31600,Essence,Manuelle,5
56000.0,Kia,Rio,3,11233,Essence,Manuelle,5
53000.0,Kia,Rio,3,23333,Essence,Manuelle,5
66000.0,Kia,Rio,2,35000,Essence,Manuelle,5
65000.0,Kia,Rio,2,37500,Essence,Manuelle,5
62000.0,Kia,Rio,2,20000,Essence,Manuelle,5
12345.0,Kia,Rio,2,14600,Essence,Manuelle,5
67500.0,Kia,Rio,2,6000,Essence,Manuelle,5
71000.0,Kia,Rio,2,2100,Essence,Manuelle,5
64000.0,Kia,Rio,2,23665,Essence,Manuelle,5
55500.0,Kia,Rio,2,26250,Essence,Manuelle,5
65000.0,Kia,Rio,2,47400,Essence,Manuelle,5
65000.0,Kia,Rio,2,47400,Essence,Manuelle,5
65000.0,Kia,Rio,2,32500,Essence,Manuelle,6
62400.0,Kia,Rio,2,25940,Essence,Manuelle,5
71000.0,Kia,Rio,2,2100,Essence,Manuelle,5
65000.0,Kia,Rio,2,47400,Essence,Manuelle,5
43000.0,Kia,Sorento,13,24615,Diesel,Automatique,12
48000.0,Kia,Sorento,13,17692,Diesel,Automatique,12
70000.0,Kia,Sorento,10,24000,Essence,Automatique,11
84000.0,Kia,Sportage,7,13542,Diesel,Manuelle,7
76000.0,Kia,Sportage,7,13542,Essence,Automatique,8
115000.0,Kia,Sportage,5,18960,Essence,Automatique,7
78500.0,Kia,Sportage,5,36000,Essence,Automatique,8
105000.0,Kia,Sportage,5,20200,Diesel,Automatique,6
91000.0,Kia,Sportage,15,6320,Essence,Automatique,11
49500.0,Kia,Sportage,13,16307,Diesel,Automatique,11
57500.0,Kia,Sportage,12,15166,Diesel,Manuelle,6
52000.0,Kia,Sportage,12,25000,Diesel,Manuelle,7
49000.0,Kia,Sportage,12,7900,Diesel,Manuelle,11
61300.0,Kia,Sportage,11,19181,Diesel,Manuelle,7
60000.0,Kia,Sportage,11,22000,Diesel,Manuelle,6
57900.0,Kia,Sportage,11,12727,Diesel,Automatique,11
57900.0,Kia,Sportage,11,12727,Diesel,Automatique,11
57900.0,Kia,Sportage,11,12727,Diesel,Manuelle,4
57000.0,Kia,Sportage,11,8618,Essence,Automatique,11
57000.0,Kia,Sportage,11,8618,Diesel,Automatique,10
57000.0,Kia,Sportage,10,9480,Essence,Automatique,11
65000.0,Kia,Sportage,10,9480,Diesel,Manuelle,6
5000.0,Kia,Sportage,9,10533,Essence,Automatique,11
75000.0,Kia,Sportage,8,7500,Essence,Automatique,8
100000.0,Kia,Sportage,7,18285,Diesel,Automatique,10
88000.0,Kia,Sportage,7,30000,Diesel,Automatique,10
15000.0,Kia,Sportage,7,12142,Diesel,Automatique,7
71000.0,Kia,Sportage,7,31428,Essence,Automatique,8
100000.0,Kia,Sportage,7,32857,Diesel,Automatique,10
76000.0,Kia,Sportage,6,24833,Essence,Automatique,7
90000.0,Kia,Sportage,6,29500,Diesel,Automatique,7
86000.0,Kia,Sportage,6,26000,Essence,Automatique,8
90000.0,Kia,Sportage,5,18960,Essence,Automatique,8
110000.0,Kia,Sportage,5,18400,Essence,Automatique,11
111111.0,Kia,Sportage,5,21000,Essence,Automatique,9
98000.0,Kia,Sportage,4,21250,Essence,Automatique,11
114900.0,Kia,Sportage,4,22500,Essence,Automatique,7
114900.0,Kia,Sportage,4,22500,Diesel,Automatique,7
85900.0,Kia,Sportage,4,15000,Essence,Manuelle,8
114900.0,Kia,Sportage,4,22499,Diesel,Automatique,7
114900.0,Kia,Sportage,4,22500,Diesel,Automatique,7
95000.0,Kia,Sportage,3,15666,Essence,Automatique,8
118500.0,Kia,Sportage,3,19333,Essence,Automatique,11
95000.0,Kia,Sportage,3,15666,Essence,Automatique,8
95000.0,Kia,Sportage,3,15666,Essence,Automatique,8
105000.0,Kia,Sportage,3,30666,Hybride,Manuelle,7
125000.0,Kia,Sportage,3,36666,Essence,Automatique,4
143000.0,Kia,Sportage,2,20000,Essence,Automatique,10
30000.0,Lada,Niva,6,16666,Essence,Manuelle,7
36900.0,Lada,Niva,6,7833,Essence,Manuelle,7
36000.0,Lada,Niva,6,11666,Essence,Manuelle,7
32500.0,Lada,Niva,4,5000,Essence,Manuelle,7
32500.0,Lada,Niva,4,5000,Essence,Manuelle,7
105000.0,Land Rover,Range Rover Evoque,11,12727,Essence,Automatique,15
75000.0,Land Rover,Defender,18,10555,Diesel,Manuelle,8
130000.0,Land Rover,Range Rover,16,10875,Diesel,Automatique,13
110000.0,Land Rover,Range Rover,14,10642,Diesel,Automatique,16
95000.0,Land Rover,Range Rover,12,16666,Diesel,Automatique,11
105000.0,Land Rover,Range Rover,12,12416,Essence,Automatique,15
114900.0,Land Rover,Range Rover,12,15833,Diesel,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Essence,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Essence,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Diesel,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Diesel,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Diesel,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Diesel,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Diesel,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Essence,Automatique,8
114900.0,Land Rover,Range Rover,12,15833,Diesel,Automatique,8
125000.0,Land Rover,Range Rover,12,15000,Diesel,Automatique,11
145000.0,Land Rover,Range Rover,10,17100,Diesel,Automatique,11
28000.0,Mahindra,KUV100 K8,5,14993,Essence,Manuelle,5
28100.0,Mahindra,KUV100 K6,5,21400,Essence,Manuelle,5
35000.0,Mahindra,KUV100 K8,2,37484,Essence,Manuelle,5
36500.0,Mahindra,KUV100 K6,2,37484,Essence,Manuelle,5
61000.0,Mahindra,XUV300,1,6500,Essence,Manuelle,6
58000.0,Mahindra,KUV100 K8,1,74968,Essence,Manuelle,6
37200.0,Mahindra,KUV100 K6,1,16680,Essence,Manuelle,5
27000.0,Mahindra,Scorpio,9,23222,Diesel,Manuelle,8
33900.0,Mahindra,KUV100 K8,9,24222,Diesel,Manuelle,8
21000.0,Mahindra,Bolero,9,8329,Diesel,Manuelle,7
28500.0,Mahindra,KUV100 K8,6,16666,Essence,Manuelle,5
48000.0,Mahindra,Scorpio,6,31666,Diesel,Manuelle,7
31000.0,Mahindra,KUV100 K8,6,14166,Essence,Manuelle,5
27000.0,Mahindra,KUV100 K8,6,12666,Essence,Manuelle,5
28000.0,Mahindra,KUV100 K8,6,12494,Essence,Manuelle,5
24500.0,Mahindra,KUV100 K8,5,18940,Essence,Manuelle,5
27000.0,Mahindra,KUV100 K8,5,11600,Essence,Manuelle,5
27000.0,Mahindra,KUV100 K8,5,16800,Essence,Manuelle,5
26000.0,Mahindra,KUV100 K6,5,38000,Essence,Manuelle,5
29500.0,Mahindra,KUV100 K6,5,27600,Essence,Manuelle,5
34000.0,Mahindra,KUV100 K8,5,6200,Essence,Manuelle,5
26900.0,Mahindra,KUV100 K8,5,32000,Essence,Manuelle,5
26000.0,Mahindra,KUV100 K6,5,38000,Essence,Manuelle,5
32500.0,Mahindra,KUV100 K6,5,14993,Essence,Manuelle,5
27000.0,Mahindra,KUV100 K8,5,24800,Essence,Automatique,5
27500.0,Mahindra,KUV100 K6,5,12800,Essence,Manuelle,5
30000.0,Mahindra,KUV100 K8,5,22200,Essence,Manuelle,5
31000.0,Mahindra,KUV100 K8,5,13600,Essence,Manuelle,5
32500.0,Mahindra,KUV100 K8,4,17500,Essence,Manuelle,5
34500.0,Mahindra,KUV100 K8,4,25000,Essence,Manuelle,5
34900.0,Mahindra,KUV100 K8,4,18742,Essence,Manuelle,5
32000.0,Mahindra,KUV100 K8,4,10750,Essence,Manuelle,5
33000.0,Mahindra,KUV100 K8,4,20000,Essence,Manuelle,4
33000.0,Mahindra,KUV100 K8,4,24000,Essence,Manuelle,5
31000.0,Mahindra,KUV100 K6,4,21500,Essence,Manuelle,5
32000.0,Mahindra,KUV100 K8,4,24000,Essence,Manuelle,5
34900.0,Mahindra,KUV100 K8,4,12500,Essence,Manuelle,5
34900.0,Mahindra,KUV100 K8,4,12500,Essence,Manuelle,5
29500.0,Mahindra,KUV100 K6,4,23125,Essence,Manuelle,6
33800.0,Mahindra,KUV100 K8,4,16750,Essence,Manuelle,5
33500.0,Mahindra,KUV100 K8,3,24989,Essence,Manuelle,5
35000.0,Mahindra,KUV100 K8,3,21333,Essence,Manuelle,5
35000.0,Mahindra,KUV100 K8,3,22333,Essence,Manuelle,5
34000.0,Mahindra,KUV100 K6,3,20666,Essence,Manuelle,5
111000.0,Mahindra,KUV100 K8,2,37484,Essence,Manuelle,5
34000.0,Mahindra,KUV100 K8,2,20000,Essence,Manuelle,5
28000.0,Mahindra,Bolera,5,29600,Essence,Manuelle,5
32000.0,Mahindra,Goa,4,16250,Essence,Manuelle,5
132000.0,Maserati,Ghibli,8,18,Diesel,Automatique,33
100000.0,Mazda,121,24,4502,Diesel,Manuelle,4
9000.0,Mazda,121,4,27013,Diesel,Manuelle,9
123000.0,Mazda,2,9,18333,Essence,Manuelle,5
27000.0,Mazda,2,9,18333,Essence,Manuelle,5
34000.0,Mazda,2,9,12005,Essence,Manuelle,6
32000.0,Mazda,2,8,13506,Essence,Manuelle,6
37000.0,Mazda,2,8,22000,Essence,Automatique,6
43000.0,Mazda,2,7,17857,Essence,Manuelle,6
29000.0,Mazda,2,7,15436,Essence,Manuelle,6
36000.0,Mazda,2,7,27142,Essence,Manuelle,6
40000.0,Mazda,2,7,15436,Essence,Manuelle,6
37500.0,Mazda,2,6,18008,Essence,Manuelle,6
34000.0,Mazda,2,6,28500,Essence,Manuelle,6
43000.0,Mazda,2,6,18008,Essence,Manuelle,6
41000.0,Mazda,3,9,12005,Essence,Manuelle,6
46000.0,Mazda,3,8,10412,Essence,Manuelle,6
55000.0,Mazda,3,7,14714,Essence,Manuelle,6
48000.0,Mazda,3,6,27166,Essence,Manuelle,6
63000.0,Mazda,3,6,5000,Essence,Manuelle,6
53000.0,Mazda,3,6,21666,Essence,Manuelle,6
50000.0,Mazda,3,6,27166,Essence,Manuelle,6
24000.0,Mazda,5,17,14117,Diesel,Manuelle,9
39000.0,Mazda,6,11,20909,Essence,Automatique,9
65000.0,Mazda,6,8,17625,Essence,Automatique,9
33000.0,Mazda,Aures,22,4911,Diesel,Manuelle,12
18000.0,Mazda,Aures,21,14999,Diesel,Manuelle,12
29500.0,Mazda,Aures,20,25000,Diesel,Manuelle,12
60000.0,Mazda,Aures,17,7058,Diesel,Manuelle,10
30000.0,Mazda,Aures,17,6356,Diesel,Manuelle,10
37500.0,Mazda,Aures,14,12071,Essence,Automatique,20
37500.0,Mazda,Aures,14,12071,Essence,Automatique,20
57000.0,Mazda,Aures,9,17000,Diesel,Manuelle,9
65000.0,Mazda,Aures,7,22142,Diesel,Manuelle,9
59000.0,Mazda,CX5,10,15300,Essence,Automatique,9
47000.0,Mazda,CX5,11,21818,Essence,Manuelle,9
55000.0,Mazda,CX5,10,15300,Essence,Automatique,9
57000.0,Mazda,CX5,9,23333,Essence,Automatique,9
55000.0,Mazda,CX5,8,25000,Essence,Automatique,9
74000.0,Mazda,CX5,6,25000,Essence,Automatique,9
110000.0,Mazda,CX5,6,18008,Essence,Automatique,5
110000.0,Mazda,CX5,5,12000,Essence,Automatique,9
31000.0,Mazda,CX7,14,12202,Essence,Automatique,17
26000.0,Mazda,CX7,12,19166,Essence,Automatique,15
125000.0,Mazda,Mx5,5,2800,Essence,Automatique,9
125000.0,Mazda,Mx5,5,2800,Essence,Automatique,9
125000.0,Mazda,Mx5,5,2800,Essence,Automatique,9
124900.0,Mazda,Mx5,5,21610,Essence,Automatique,11
125000.0,Mazda,Mx5,5,2800,Essence,Automatique,9
125000.0,Mazda,Mx5,5,2800,Essence,Automatique,9
123000.0,Mazda,Mx5,5,2800,Essence,Automatique,9
32000.0,Mazda,Tribute,16,6753,Diesel,Manuelle,10
13000.0,Mercedes,190series,38,3272,Diesel,Manuelle,7
9200.0,Mercedes,190series,38,3272,Diesel,Manuelle,9
11900.0,Mercedes,190series,34,6470,Essence,Manuelle,7
65000.0,Mercedes,200,13,13076,Essence,Automatique,11
10000.0,Mercedes,200,44,2826,Diesel,Manuelle,10
8500.0,Mercedes,200,42,2960,Diesel,Manuelle,8
28500.0,Mercedes,200,24,12762,Diesel,Manuelle,6
35000.0,Mercedes,200,21,13761,Diesel,Manuelle,7
40000.0,Mercedes,200,18,14555,Essence,Automatique,12
44000.0,Mercedes,200,17,17647,Essence,Automatique,11
63000.0,Mercedes,200,13,15384,Essence,Automatique,11
37000.0,Mercedes,200,10,12435,Essence,Manuelle,5
15000.0,Mercedes,250,34,3657,Diesel,Manuelle,9
18000.0,Mercedes,250,34,8823,Diesel,Manuelle,8
13000.0,Mercedes,250,34,5882,Diesel,Automatique,7
16000.0,Mercedes,250,33,3768,Diesel,Automatique,5
16000.0,Mercedes,250,33,3768,Diesel,Automatique,5
16500.0,Mercedes,250,33,3768,Diesel,Manuelle,5
31000.0,Mercedes,Classe C,9,13816,Essence,Manuelle,5
29500.0,Mercedes,C220,23,4830,Diesel,Manuelle,8
30000.0,Mercedes,ML270,21,5921,Diesel,Automatique,11
22000.0,Mercedes,Classe C,18,13333,Essence,Automatique,6
35000.0,Mercedes,Classe C,18,18333,Diesel,Manuelle,9
135000.0,Mercedes,Classe C,5,11000,Essence,Automatique,6
85000.0,Mercedes,Classe A,8,16250,Essence,Automatique,6
96800.0,Mercedes,Classe A,4,33249,Diesel,Automatique,6
13500.0,Mercedes,Classe A,41,3032,Diesel,Manuelle,10
27500.0,Mercedes,Classe A,15,15866,Essence,Manuelle,6
58000.0,Mercedes,Classe A,14,8882,Essence,Automatique,9
30000.0,Mercedes,Classe A,13,7307,Essence,Manuelle,6
32000.0,Mercedes,Classe A,13,7461,Essence,Manuelle,6
59000.0,Mercedes,Classe A,11,11304,Diesel,Manuelle,5
58000.0,Mercedes,Classe A,11,11304,Essence,Manuelle,7
60000.0,Mercedes,Classe A,10,21000,Diesel,Automatique,5
54000.0,Mercedes,Classe A,10,24000,Essence,Automatique,6
78000.0,Mercedes,Classe A,10,11200,Essence,Manuelle,6
52000.0,Mercedes,Classe A,10,12435,Essence,Manuelle,8
72000.0,Mercedes,Classe A,7,18142,Essence,Manuelle,6
68000.0,Mercedes,Classe A,7,17764,Essence,Manuelle,6
105000.0,Mercedes,Classe A,5,14400,Essence,Manuelle,5
5000.0,Mercedes,Classe A,5,24870,Essence,Automatique,7
141000.0,Mercedes,Classe A,5,5000,Essence,Automatique,8
115000.0,Mercedes,Classe A,4,16475,Essence,Manuelle,7
120000.0,Mercedes,Classe A,4,17500,Diesel,Automatique,6
140000.0,Mercedes,Classe A,4,31087,Diesel,Automatique,6
89900.0,Mercedes,Classe A,4,34000,Essence,Automatique,7
140000.0,Mercedes,Classe A,3,26000,Essence,Automatique,7
143000.0,Mercedes,Classe A,2,62175,Essence,Automatique,7
27000.0,Mercedes,Classe B,17,18411,Essence,Manuelle,6
19000.0,Mercedes,Classe B,17,21764,Diesel,Manuelle,6
52000.0,Mercedes,Classe B,12,15833,Essence,Manuelle,7
85000.0,Mercedes,Classe C,8,14065,Essence,Manuelle,8
139800.0,Mercedes,Classe C,8,15625,Essence,Automatique,9
87000.0,Mercedes,Classe C,8,15543,Essence,Manuelle,8
87000.0,Mercedes,Classe C,8,13856,Essence,Manuelle,8
116000.0,Mercedes,Classe C,6,21666,Essence,Automatique,8
129800.00000000001,Mercedes,Classe C,3,33333,Essence,Automatique,9
48000.0,Mercedes,Classe C,16,9375,Diesel,Automatique,10
45000.0,Mercedes,Classe C,16,15000,Diesel,Automatique,10
42000.0,Mercedes,Classe C,16,18125,Essence,Automatique,9
45000.0,Mercedes,Classe C,15,17333,Diesel,Manuelle,8
55000.0,Mercedes,Classe C,15,8290,Essence,Automatique,9
42000.0,Mercedes,Classe C,15,8290,Diesel,Automatique,10
47000.0,Mercedes,Classe C,15,8290,Essence,Manuelle,9
47000.0,Mercedes,Classe C,15,13866,Essence,Automatique,9
50000.0,Mercedes,Classe C,15,13400,Essence,Automatique,9
47000.0,Mercedes,Classe C,15,15933,Essence,Automatique,11
50000.0,Mercedes,Classe C,14,14428,Essence,Manuelle,9
5557.0,Mercedes,Classe C,14,8882,Essence,Automatique,9
55600.0,Mercedes,Classe C,14,16714,Essence,Manuelle,9
60000.0,Mercedes,Classe C,13,9565,Essence,Automatique,11
49000.0,Mercedes,Classe C,13,9565,Essence,Automatique,9
70000.0,Mercedes,Classe C,12,25583,Diesel,Automatique,7
62000.0,Mercedes,Classe C,12,10362,Essence,Automatique,11
63000.0,Mercedes,Classe C,12,12125,Essence,Manuelle,9
100000.0,Mercedes,Classe C,10,17000,Essence,Automatique,9
92000.0,Mercedes,Classe C,9,26444,Essence,Automatique,8
90000.0,Mercedes,Classe C,8,13792,Essence,Manuelle,8
117000.0,Mercedes,Classe C,8,15543,Diesel,Automatique,7
65000.0,Mercedes,Classe C,8,15543,Essence,Automatique,11
137000.0,Mercedes,Classe C,5,30400,Diesel,Automatique,8
139000.0,Mercedes,Classe C,5,21000,Essence,Automatique,8
128000.0,Mercedes,Classe C,5,24870,Diesel,Automatique,6
77500.0,Mercedes,Classe Cla,10,19000,Essence,Automatique,8
111111.0,Mercedes,Classe Cla,4,7500,Essence,Automatique,7
146000.0,Mercedes,Classe Cla,4,10000,Essence,Manuelle,8
78900.0,Mercedes,Classe Cla,11,17245,Essence,Automatique,8
85000.0,Mercedes,Classe Cla,11,13636,Essence,Automatique,8
77500.0,Mercedes,Classe Cla,10,19100,Diesel,Automatique,8
77500.0,Mercedes,Classe Cla,10,19100,Essence,Automatique,8
100000.0,Mercedes,Classe Cla,8,14875,Diesel,Automatique,5
119000.0,Mercedes,Classe Cla,6,11500,Essence,Automatique,7
120000.0,Mercedes,Classe Cla,5,23400,Diesel,Automatique,8
149500.0,Mercedes,Classe Cla,5,11800,Essence,Automatique,7
149000.0,Mercedes,Classe Cla,4,14750,Essence,Automatique,7
32000.0,Mercedes,Classe Clk,17,18647,Diesel,Manuelle,9
43000.0,Mercedes,Classe Cls,18,6908,Essence,Automatique,19
45000.0,Mercedes,Classe Cls,17,15882,Essence,Automatique,19
55500.0,Mercedes,Classe Cls,15,11866,Essence,Automatique,15
63500.0,Mercedes,Classe Cls,15,10666,Essence,Automatique,15
68000.0,Mercedes,Classe E,13,22307,Diesel,Automatique,10
115000.0,Mercedes,Classe E,8,22500,Essence,Automatique,10
139000.0,Mercedes,Classe E,6,11666,Essence,Automatique,9
23000.0,Mercedes,Classe E,25,4974,Essence,Manuelle,9
31500.0,Mercedes,Classe E,22,13636,Diesel,Automatique,9
34000.0,Mercedes,Classe E,21,5921,Essence,Automatique,10
33500.0,Mercedes,Classe E,19,6544,Diesel,Automatique,9
39500.0,Mercedes,Classe E,18,17777,Diesel,Automatique,9
50500.0,Mercedes,Classe E,18,15555,Diesel,Automatique,10
34000.0,Mercedes,Classe E,18,15333,Diesel,Automatique,9
42000.0,Mercedes,Classe E,16,7771,Essence,Automatique,10
64500.0,Mercedes,Classe E,15,15866,Diesel,Automatique,9
123000.0,Mercedes,Classe E,14,8882,Diesel,Automatique,12
88000.0,Mercedes,Classe E,14,20000,Essence,Automatique,15
78000.0,Mercedes,Classe E,14,8882,Essence,Automatique,11
65000.0,Mercedes,Classe E,14,7785,Essence,Manuelle,11
55000.0,Mercedes,Classe E,14,18214,Essence,Automatique,11
53000.0,Mercedes,Classe E,14,18571,Diesel,Automatique,10
65000.0,Mercedes,Classe E,12,10833,Essence,Automatique,11
79000.0,Mercedes,Classe E,11,16818,Essence,Automatique,10
114000.0,Mercedes,Classe E,7,35857,Essence,Automatique,9
135000.0,Mercedes,Classe E,6,15166,Essence,Automatique,9
125000.0,Mercedes,Classe E,6,15500,Essence,Automatique,9
94000.0,Mercedes,Classe Gla,8,11875,Essence,Automatique,8
80000.0,Mercedes,Classe Glk,14,8882,Diesel,Automatique,15
57000.0,Mercedes,Classe M,18,6908,Essence,Automatique,17
28000.0,Mercedes,Classe M,22,5652,Essence,Automatique,17
17000.0,Mercedes,Classe M,21,5921,Essence,Automatique,17
55000.0,Mercedes,Classe M,18,19722,Diesel,Automatique,15
79000.0,Mercedes,Classe M,14,12857,Diesel,Automatique,15
70000.0,Mercedes,Classe M,14,17857,Diesel,Automatique,15
57000.0,Mercedes,Classe M,13,9565,Essence,Automatique,19
55000.0,Mercedes,Classe S,21,8000,Essence,Automatique,10
105000.0,Mercedes,Classe S,18,9055,Essence,Automatique,25
22000.0,Mercedes,Sprinter,18,6908,Diesel,Manuelle,7
51000.0,Mg,5,3,16566,Essence,Manuelle,6
39000.0,Mg,5,3,27666,Essence,Manuelle,6
54000.0,Mg,3,3,13333,Essence,Manuelle,6
90000.0,Mg,7,0,0,Essence,Automatique,9
61000.0,Mg,Zs,7,30000,Essence,Automatique,13
39000.0,Mg,Zs,7,16500,Essence,Manuelle,6
60000.0,Mg,GS,7,13285,Essence,Automatique,9
62000.0,Mg,Zs,6,13352,Essence,Automatique,9
62000.0,Mg,Zs,6,13416,Essence,Automatique,9
47500.0,Mg,3,4,9500,Essence,Manuelle,6
61000.0,Mg,5,4,17392,Essence,Automatique,7
55000.0,Mg,5,3,23190,Essence,Automatique,6
54000.0,Mg,5,3,18000,Essence,Automatique,6
31500.0,Mg,F,7,19857,Essence,Manuelle,5
55000.0,Mg,Zs,5,28000,Essence,Manuelle,7
55000.0,Mg,Zs,5,28000,Essence,Manuelle,7
65000.0,Mg,Zs,4,25000,Essence,Automatique,7
89000.0,Mg,Zs,1,34000,Essence,Automatique,9
63000.0,Mg,Zs,6,6083,Essence,Manuelle,7
66000.0,Mg,Zs,5,6000,Essence,Automatique,7
65000.0,Mg,Zs,5,15000,Essence,Automatique,7
56000.0,Mg,Zs,5,17600,Essence,Automatique,7
66800.0,Mg,Zs,5,14800,Essence,Automatique,7
68000.0,Mg,Zs,4,25000,Essence,Automatique,7
62000.0,Mg,Zs,4,17392,Essence,Automatique,7
123000.0,Mg,Zs,4,22500,Essence,Manuelle,6
63000.0,Mg,Zs,3,20000,Essence,Manuelle,7
61000.0,Mg,Zs,2,34785,Essence,Automatique,7
69500.0,Mg,Zs,2,16000,Essence,Manuelle,7
65000.0,Mg,Zs,2,49750,Essence,Manuelle,7
28500.0,Mini,Cooper,15,10266,Essence,Manuelle,5
34900.0,Mini,Countryman,13,11846,Essence,Manuelle,7
37900.0,Mini,Countryman,13,11846,Essence,Manuelle,7
37900.0,Mini,Countryman,13,11846,Essence,Manuelle,7
65000.0,Mini,Countryman,9,10000,Essence,Manuelle,5
33900.0,Mini,One,8,18750,Essence,Manuelle,5
38800.0,Mini,,9,21555,Essence,Manuelle,4
33000.0,Mini,Cooper,18,5611,Essence,Automatique,11
28500.0,Mini,Cooper,15,8275,Essence,Manuelle,5
35000.0,Mini,Cooper,15,12133,Essence,Manuelle,5
36000.0,Mini,Cooper,15,12000,Essence,Manuelle,5
28500.0,Mini,,14,8866,Essence,Manuelle,5
29000.0,Mini,,14,11428,Essence,Manuelle,5
27000.0,Mini,,14,11285,Essence,Manuelle,5
36500.0,Mini,,13,9548,Essence,Manuelle,6
37900.0,Mini,Countryman,13,11846,Essence,Manuelle,7
34900.0,Mini,Countryman,12,12500,Essence,Manuelle,7
45000.0,Mini,Cooper,9,13444,Essence,Manuelle,4
44000.0,Mini,One,9,13792,Essence,Manuelle,4
64000.0,Mini,,4,17500,Essence,Manuelle,7
27500.0,Mini,Cooper,14,20000,Diesel,Manuelle,6
111000.0,Mitsubishi,Gt,24,4629,Diesel,Manuelle,10
14500.0,Mitsubishi,Gt,24,5683,Diesel,Manuelle,10
41000.0,Mitsubishi,L200,27,17777,Diesel,Manuelle,13
30000.0,Mitsubishi,L200,23,5930,Diesel,Manuelle,10
